geneSymbol	Gene name	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene type	logFC	logCPM	LR	PValue	FDR
ENSGALG00000012631	PWP1	PWP1 homolog, endonuclein [Source:NCBI gene;Acc:418066]	1	53343403	53357843	-1	protein_coding	0.135373741483966	6.16288241906301	6.35561541674632	0.0117010348393595	0.0493109530178151
ENSGALG00000033664	MOV10L1	Mov10 RISC complex RNA helicase like 1 [Source:NCBI gene;Acc:417738]	1	20276230	20312309	1	protein_coding	-0.0490419528222235	5.07813328130442	0.0427549949106378	0.836187291805239	0.92623969339268
ENSGALG00000015075	B3GAT1L	beta-1,3-glucuronyltransferase 1-like [Source:NCBI gene;Acc:408180]	1	81425204	81452490	-1	protein_coding	0.235989284514917	4.09577066391502	1.0031858683689	0.316540847005076	0.542969046123814
ENSGALG00000017159	ATM	ATM serine/threonine kinase [Source:NCBI gene;Acc:395401]	1	181590958	181650668	-1	protein_coding	0.034598663857866	5.37703906739312	0.117642415759462	0.731605680887969	0.871790329527826
ENSGALG00000015077		Rho GTPase activating protein 31 [Source:HGNC Symbol;Acc:HGNC:29216]	1	81531508	81551013	1	protein_coding	0.303609893694445	4.86447662859221	3.51647931996996	0.0607613905326018	0.175055236446563
ENSGALG00000000003	PANX2	pannexin 2 [Source:NCBI gene;Acc:426934]	1	20328226	20347898	1	protein_coding	0.300782824839996	3.0224863698315	4.60873727013154	0.0318094479386036	0.107568262719647
ENSGALG00000015079	UPK1B	uroplakin 1B [Source:NCBI gene;Acc:418345]	1	81562063	81573670	-1	protein_coding	0.389271760979026	-0.360652496957112	2.60512771306911	0.106518576192135	0.263330726061996
ENSGALG00000030705	TRABD	TraB domain containing [Source:NCBI gene;Acc:417746]	1	20383039	20415387	1	protein_coding	0.154156203990952	5.29276875971044	2.17593964146431	0.140183871740402	0.319328520233882
ENSGALG00000039595	BTBD11	BTB domain containing 11 [Source:NCBI gene;Acc:771493]	1	53377416	53545431	-1	protein_coding	0.00392669397953739	3.46207076589331	0.00153870796179234	0.968709911031151	0.991270501996342
ENSGALG00000016740	OCA2	OCA2 melanosomal transmembrane protein [Source:NCBI gene;Acc:428009]	1	131975543	132105662	1	protein_coding	-0.390680247662458	-1.10348636739931	1.45520051480838	0.227695315574214	0.439044946513025
ENSGALG00000012638	CRY1	cryptochrome circadian regulator 1 [Source:NCBI gene;Acc:374093]	1	53591410	53626354	-1	protein_coding	-0.0767689479188519	6.2743982438395	1.71798087208754	0.189953158642992	0.392175211756709
ENSGALG00000017163	ACAT1	acetyl-CoA acetyltransferase 1 [Source:NCBI gene;Acc:418968]	1	181673539	181685617	-1	protein_coding	0.0217490222049593	6.46455391854772	0.0409581364826295	0.839618750861141	0.928504181673634
ENSGALG00000041042	GABRG3	gamma-aminobutyric acid type A receptor gamma3 subunit [Source:HGNC Symbol;Acc:HGNC:4088]	1	132259464	132561163	-1	protein_coding	0.139067506230857	1.79897041369152	0.310736488393573	0.577228597936582	0.771528836840596
ENSGALG00000017165	CUL5	cullin 5 [Source:NCBI gene;Acc:418969]	1	181692016	181714409	-1	protein_coding	-0.180865725713821	5.12739895944676	2.47266393385436	0.115841441514326	0.278675209372122
ENSGALG00000015084	IGSF11	immunoglobulin superfamily member 11 [Source:NCBI gene;Acc:418346]	1	81625126	81711797	1	protein_coding	-2.05857956135786	2.52394937301152	36.735941830675	1.35262509645873e-09	3.29422180634691e-08
ENSGALG00000016744	GABRA5	gamma-aminobutyric acid type A receptor alpha5 subunit [Source:NCBI gene;Acc:418684]	1	132566482	132611904	-1	protein_coding	-0.152148378851578	1.38441166576085	0.284980753198894	0.593455083206036	0.782032192852927
ENSGALG00000038467	SELENOO	selenoprotein O [Source:NCBI gene;Acc:417745]	1	20448935	20462470	1	protein_coding	-0.284286048264452	4.37719940227547	6.32298275137595	0.0119182986455877	0.0499794576853016
ENSGALG00000032156	TUBGCP6	tubulin gamma complex associated protein 6 [Source:NCBI gene;Acc:769701]	1	20464869	20488213	-1	protein_coding	0.0803252362930776	4.08955910116931	0.681353013271455	0.409121207916996	0.631537337248184
ENSGALG00000017167	SLC35F2	solute carrier family 35 member F2 [Source:NCBI gene;Acc:418970]	1	181760889	181778160	1	protein_coding	0.846284754168804	4.41539744057729	34.7960748040596	3.66110849629732e-09	8.4041172771378e-08
ENSGALG00000029392	GABRB3	gamma-aminobutyric acid type A receptor beta3 subunit [Source:NCBI gene;Acc:396290]	1	132652407	132762481	1	protein_coding	1.61373725437851	1.08664859510077	23.3971503480707	1.31773598707057e-06	1.90594709623126e-05
ENSGALG00000040620	LSAMP	limbic system-associated membrane protein [Source:NCBI gene;Acc:395687]	1	82041116	83002376	1	protein_coding	0.307321449139722	4.6295770193222	2.77207569061181	0.095921701722517	0.245192898485426
ENSGALG00000012639	MTERF2	mitochondrial transcription termination factor 2 [Source:NCBI gene;Acc:418067]	1	53628604	53634012	1	protein_coding	0.177690205731616	1.95971989940204	1.50023295014947	0.220635522215685	0.431352566827179
ENSGALG00000012640	TMEM263	transmembrane protein 263 [Source:NCBI gene;Acc:418068]	1	53635743	53648531	-1	protein_coding	0.311363030011564	7.54972623710678	17.5655407155174	2.77572927654691e-05	0.000294112958333475
ENSGALG00000043118	ATP10A	ATPase phospholipid transporting 10A (putative) [Source:NCBI gene;Acc:418685]	1	132986041	133096377	1	protein_coding	-0.701322539286041	3.35006918804515	11.6400201897406	0.00064547902222933	0.00451903031963311
ENSGALG00000017169	ELMOD1	ELMO domain containing 1 [Source:NCBI gene;Acc:418971]	1	181839724	181881942	-1	protein_coding	-0.237432796110413	4.88409068018704	3.55253362226756	0.0594546027571976	0.172143693580962
ENSGALG00000029484	RIC8B	RIC8 guanine nucleotide exchange factor B [Source:NCBI gene;Acc:418069]	1	53675196	53707480	-1	protein_coding	0.229836542925435	4.65255712491729	4.55725398743371	0.032779590716607	0.110117339791609
ENSGALG00000034944	UBE3A	ubiquitin protein ligase E3A [Source:NCBI gene;Acc:418686]	1	133189234	133229871	1	protein_coding	0.0732088866112808	6.32212586493716	0.879638780305697	0.34830063364527	0.575073850954083
ENSGALG00000012647	RFX4	regulatory factor X4 [Source:NCBI gene;Acc:418070]	1	53713025	53802913	-1	protein_coding	-0.530875170186564	-0.29480882830862	0.807152657510066	0.368963409615794	0.595871282131775
ENSGALG00000008635		secreted frizzled-related protein 2-like [Source:NCBI gene;Acc:417741]	1	20505033	20508744	-1	protein_coding	-3.28574449946464	-1.69218934296266	17.9752740586545	2.23793076390292e-05	0.000242493074129345
ENSGALG00000012655	POLR3B	RNA polymerase III subunit B [Source:NCBI gene;Acc:418071]	1	53811388	53878902	-1	protein_coding	-0.0808231121878182	5.78642875163756	1.4055837447804	0.235790902420955	0.4489683512069
ENSGALG00000019384	MAPK12	mitogen-activated protein kinase 12 [Source:NCBI gene;Acc:769763]	1	20526985	20555609	-1	protein_coding	0.341505325758786	4.9868457852069	8.83591839757028	0.00295358966851692	0.0161663516702301
ENSGALG00000017170	ALKBH8	alkB homolog 8, tRNA methyltransferase [Source:NCBI gene;Acc:418972]	1	181880177	181939483	1	protein_coding	-0.127780366870028	3.73216154721567	1.12254333135799	0.289371467338262	0.513691154510112
ENSGALG00000028743			1	82528080	82528223	-1	misc_RNA	-0.702439020539978	-2.95641531970175	4.15338876893007	0.0415512880234014	0.131983227701587
ENSGALG00000040023	MAPK11	mitogen-activated protein kinase 11 [Source:NCBI gene;Acc:417739]	1	20565752	20594690	-1	protein_coding	0.403797502707428	4.23622227782907	12.3399636737083	0.000443363648873874	0.00327489752426421
ENSGALG00000015089	GAP43	growth associated protein 43 [Source:NCBI gene;Acc:427955]	1	83026159	83080167	-1	protein_coding	-1.04159629868218	4.60042993864504	20.2280220589242	6.87386247962386e-06	8.61658879063438e-05
ENSGALG00000039861	PLXNB2	plexin B2 [Source:NCBI gene;Acc:425938]	1	20649179	20822048	-1	protein_coding	0.348510404975825	6.40069989949938	8.50327921384509	0.00354507009648062	0.0187690543493173
ENSGALG00000015094	ZBTB20	zinc finger and BTB domain containing 20 [Source:NCBI gene;Acc:100859265]	1	83692165	83698118	1	protein_coding	-0.51703055100171	1.45754909348089	1.28556248324281	0.256867341809188	0.47474787978784
ENSGALG00000015117	DRD3	dopamine receptor D3 [Source:NCBI gene;Acc:770757]	1	83745457	83755386	1	protein_coding	0.241315289625736	0.73522015902479	1.81735633558783	0.177628281871592	0.374283983521782
ENSGALG00000037353	TMEM131	transmembrane protein 131 [Source:NCBI gene;Acc:418689]	1	133387917	133479417	1	protein_coding	-0.136409768500802	6.84587102437237	1.95694681680816	0.161840227642983	0.353241575732875
ENSGALG00000012658	TCP11X2	t-complex 11 family, X-linked 2 [Source:NCBI gene;Acc:425052]	1	53881515	53897895	-1	protein_coding	-0.445017383919102	5.61133912863423	14.5485740304246	0.000136591991234923	0.00118244089365587
ENSGALG00000017171	CWF19L2	CWF19-like 2, cell cycle control (S. pombe) [Source:NCBI gene;Acc:418973]	1	181966817	182022834	1	protein_coding	0.183063518155398	4.40600980817111	3.44938942803528	0.0632751401260707	0.180065867271743
ENSGALG00000017172	VMO1	vitelline membrane outer layer 1 homolog [Source:NCBI gene;Acc:418974]	1	182061433	182065423	1	protein_coding	-0.0552448625696919	-2.41887560747323	0.0258726182299895	0.872211798900368	0.945297066420314
ENSGALG00000017173	GUCY1A2	guanylate cyclase 1 soluble subunit alpha 2 [Source:NCBI gene;Acc:771678]	1	182130487	182257860	1	protein_coding	0.229572327534057	2.79183353872251	0.811624091173869	0.367640522908077	0.594567635454424
ENSGALG00000037485	QTRT2	queuine tRNA-ribosyltransferase accessory subunit 2 [Source:NCBI gene;Acc:418351]	1	83770540	83782730	-1	protein_coding	0.0163325245652976	5.67651142699242	0.0538622995350693	0.816473915510323	0.916946463216072
ENSGALG00000027981	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase [Source:NCBI gene;Acc:418975]	1	182413608	182437196	-1	protein_coding	-0.10343436192255	3.63609258922083	0.537550639798539	0.463449597095185	0.679809072021224
ENSGALG00000033997	ZNF800	zinc finger protein 800 [Source:NCBI gene;Acc:417747]	1	21022425	21036546	1	protein_coding	0.116262419847958	3.83475302359593	0.684876185008847	0.407912667366768	0.631059305841832
ENSGALG00000028658	KBTBD3	kelch repeat and BTB domain containing 3 [Source:NCBI gene;Acc:418976]	1	182437515	182450316	1	protein_coding	-0.390936010316888	0.237672606232199	1.70398953360855	0.191767058532653	0.394391766189239
ENSGALG00000015123	ZDHHC23	zinc finger DHHC-type containing 23 [Source:NCBI gene;Acc:418353]	1	83805906	83813150	-1	protein_coding	0.286708858053197	3.81434808620102	5.91255545733274	0.0150333485617436	0.0601993093361896
ENSGALG00000017177	MSANTD4	Myb/SANT DNA binding domain containing 4 with coiled-coils [Source:NCBI gene;Acc:418977]	1	182457193	182471609	1	protein_coding	-0.120842756242063	5.92120957493096	2.016713442846	0.155575553808509	0.34363246293496
ENSGALG00000012659	CKAP4	cytoskeleton associated protein 4 [Source:NCBI gene;Acc:418073]	1	53903598	53908679	1	protein_coding	-0.26264428444015	7.15272947096835	4.1118289746487	0.042584286441624	0.134440169492001
ENSGALG00000039403	GRM8	glutamate metabotropic receptor 8 [Source:NCBI gene;Acc:427853]	1	21072336	21395611	1	protein_coding	0.424376295459004	0.294223859838859	1.2731142248464	0.25918326546339	0.477289582346073
ENSGALG00000029709	INPP4A	inositol polyphosphate-4-phosphatase type I A [Source:NCBI gene;Acc:418690]	1	133491845	133561055	-1	protein_coding	-0.105613941542815	4.17674503221646	0.330077499897982	0.56561345689117	0.763156845460872
ENSGALG00000012662	NUAK1	NUAK family kinase 1 [Source:NCBI gene;Acc:418074]	1	53933066	53978011	1	protein_coding	-0.186738418795646	3.52309465827837	1.64446241314447	0.199714305184118	0.404554357744634
ENSGALG00000025697	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	1	21607885	21608006	-1	snRNA	-2.32929042916002e-15	-2.9815341904896	0	1	1
ENSGALG00000038995	GRIA4	glutamate ionotropic receptor AMPA type subunit 4 [Source:NCBI gene;Acc:396137]	1	182497747	182719908	-1	protein_coding	-1.15709171823133	1.67047298120132	16.0693793494114	6.10634741821536e-05	0.00058703577510753
ENSGALG00000035629	GRAMD1C	GRAM domain containing 1C [Source:NCBI gene;Acc:418354]	1	83813954	83865313	-1	protein_coding	0.235050164377389	5.55555654174932	8.68257868690117	0.00321266104794586	0.0172447876402333
ENSGALG00000008740	POT1	protection of telomeres 1 [Source:NCBI gene;Acc:404538]	1	21884126	21946881	1	protein_coding	-0.0847723504433503	4.9737867268012	0.453911163936155	0.500483433146264	0.710152166930211
ENSGALG00000036791	COA5	cytochrome c oxidase assembly factor 5 [Source:NCBI gene;Acc:769722]	1	133608232	133610582	-1	protein_coding	0.021568190938524	6.95611302691359	0.118660017893667	0.730492376667212	0.871197179564887
ENSGALG00000027122	APPL2	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2 [Source:NCBI gene;Acc:418075]	1	54211821	54244951	1	protein_coding	-0.0301247320901345	5.54360718662418	0.198828131691009	0.655668411658826	0.821618695949948
ENSGALG00000036076	UNC50	unc-50 inner nuclear membrane RNA binding protein [Source:NCBI gene;Acc:418691]	1	133610586	133613996	1	protein_coding	0.119374820661602	6.10303657938528	3.23900093153974	0.0719044728928562	0.197756633772437
ENSGALG00000030780	MGAT4A	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A [Source:NCBI gene;Acc:418692]	1	133618531	133693798	-1	protein_coding	0.437972445463557	4.44975302295495	6.11419834785895	0.0134100218909695	0.0550081937433222
ENSGALG00000028254	WASHC4	WASH complex subunit 4 [Source:NCBI gene;Acc:418077]	1	54247464	54284004	-1	protein_coding	-0.183464074387164	4.7713452046282	2.69911081295166	0.100404229449802	0.252461844197674
ENSGALG00000012691	ALDH1L2	aldehyde dehydrogenase 1 family member L2 [Source:NCBI gene;Acc:418078]	1	54291424	54319655	1	protein_coding	0.0379381086059942	4.50737433078571	0.0365145078645668	0.848456886570446	0.933420386308851
ENSGALG00000051066			1	182537828	182537908	-1	miRNA	-0.817857597710487	-2.69819013232965	1.52894983674429	0.216270123961068	0.426081325771969
ENSGALG00000040954	GPR37	G protein-coupled receptor 37 [Source:NCBI gene;Acc:417748]	1	21985328	21998153	1	protein_coding	1.45272971688352	3.56059121427462	82.8822959259268	8.70876904668305e-20	7.13784109172369e-18
ENSGALG00000017179	PDGFD	platelet derived growth factor D [Source:NCBI gene;Acc:418978]	1	183232405	183372535	1	protein_coding	0.306005959985693	6.01529476066777	2.70990366958141	0.0997270133928752	0.25155052145222
ENSGALG00000031527	ARL8BL	ADP-ribosylation factor-like 8B-like [Source:NCBI gene;Acc:769134]	1	22204054	22231720	-1	protein_coding	0.458414411820587	6.57241920845866	10.6349423399682	0.00110970743952519	0.00715878875972205
ENSGALG00000016755	CRACDL	CRACD like [Source:HGNC Symbol;Acc:HGNC:33454]	1	133708781	133728300	-1	protein_coding	0.227643199967376	1.49803260597925	0.566727865724587	0.45156211297634	0.669079927908927
ENSGALG00000012694		chromosome 1 open reading frame, human C12orf45 [Source:NCBI gene;Acc:418079]	1	54320742	54323938	-1	protein_coding	-0.0309540690532351	7.19123082454595	0.0939469161263702	0.759218185133654	0.885546772041498
ENSGALG00000016757	TSGA10	testis specific 10 [Source:NCBI gene;Acc:418696]	1	133775253	133793015	-1	protein_coding	-0.782882090241965	0.648438338129495	3.10248906361423	0.0781726885729863	0.210912849988226
ENSGALG00000012697	SLC41A2	solute carrier family 41 member 2 [Source:NCBI gene;Acc:427913]	1	54333887	54374347	1	protein_coding	0.492139267744467	3.56346691092963	23.2187720990109	1.44579124863809e-06	2.07706594439175e-05
ENSGALG00000008761	SPAM1	sperm adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:11217]	1	22238881	22251669	-1	protein_coding	-1.52231812298824	-1.08317838723323	7.06515864467198	0.00785973534662333	0.0358141753891397
ENSGALG00000016758	LIPT1	lipoyltransferase 1 [Source:NCBI gene;Acc:418697]	1	133803189	133805089	1	protein_coding	-0.0373666769930304	4.27444853110987	0.309804639199179	0.577800091268219	0.77211006447926
ENSGALG00000008776	HYAL6	hyaluronoglucosaminidase 6 [Source:NCBI gene;Acc:105667218]	1	22287864	22327497	-1	protein_coding	-1.01256232452274	-2.36153578572868	2.08081122889763	0.149160885087851	0.333304976709764
ENSGALG00000030607	CHST11	carbohydrate sulfotransferase 11 [Source:HGNC Symbol;Acc:HGNC:17422]	1	54386968	54542011	-1	protein_coding	0.492986527177909	2.61316054795209	8.78163064410974	0.00304279072146611	0.0165584104024115
ENSGALG00000008797	WASL	Wiskott-Aldrich syndrome like [Source:NCBI gene;Acc:417750]	1	22351089	22401091	1	protein_coding	0.0708038767917749	7.32296360768652	0.647477982906253	0.421015812176371	0.640721183056
ENSGALG00000016759	MITD1	microtubule interacting and trafficking domain containing 1 [Source:NCBI gene;Acc:418698]	1	133809550	133813733	-1	protein_coding	-0.260492693524	4.28337766448273	11.868905656799	0.000570789422004273	0.00407260800767111
ENSGALG00000043257		lysozyme g-like [Source:NCBI gene;Acc:418700]	1	133819265	133823382	-1	protein_coding	-0.513501148900122	1.7918275826184	12.1006193163464	0.000504050783165892	0.00364730804389309
ENSGALG00000008805	LMOD2	leiomodin 2 [Source:NCBI gene;Acc:417751]	1	22419625	22425777	-1	protein_coding	-1.8553624464713	-1.49272624402655	13.1096883421971	0.000293772555462787	0.00230865144077885
ENSGALG00000016761	LYG2	lysozyme g2 [Source:NCBI gene;Acc:395708]	1	133828101	133831585	-1	protein_coding	-1.06651333067837	2.63300473950193	3.47296559860992	0.0623793818201746	0.178196990850498
ENSGALG00000008814	ASB15	ankyrin repeat and SOCS box containing 15 [Source:NCBI gene;Acc:417752]	1	22434929	22445383	-1	protein_coding	-2.55237654749143	0.215215366071245	20.6978474799013	5.37764201933257e-06	6.89654271406081e-05
ENSGALG00000008821	NDUFA5	NADH:ubiquinone oxidoreductase subunit A5 [Source:NCBI gene;Acc:417753]	1	22449623	22454662	1	protein_coding	0.0668784277210257	8.28792505165418	0.672850514763979	0.41205954969995	0.634082729866839
ENSGALG00000035345	TXNRD1	thioredoxin reductase 1 [Source:NCBI gene;Acc:418082]	1	54584006	54620980	-1	protein_coding	-0.522610431841993	2.94092098709536	7.98671864132965	0.00471217417797253	0.0237110818731038
ENSGALG00000008823	IQUB	IQ motif and ubiquitin domain containing [Source:NCBI gene;Acc:417754]	1	22456440	22477009	1	protein_coding	-1.09204805178109	1.42010612027033	12.8374201525609	0.000339755728937883	0.00261536228187825
ENSGALG00000054968		lysozyme g-like [Source:NCBI gene;Acc:418701]	1	133835962	133838443	-1	protein_coding	-1.98533659969991	-1.45379662414812	15.6932640997997	7.4488972923221e-05	0.000697740665052237
ENSGALG00000008836	ATP6AP1	ATPase H+ transporting accessory protein 1 [Source:NCBI gene;Acc:427854]	1	22485251	22539257	1	protein_coding	-0.437917717296345	6.3367453685893	12.8969825897706	0.000329112288472505	0.00254415339807101
ENSGALG00000032090	TXNDC9	thioredoxin domain containing 9 [Source:NCBI gene;Acc:418702]	1	133848484	133859438	-1	protein_coding	-0.0880746157901496	6.29381400821555	0.907807716774769	0.340696765843987	0.568168625026897
ENSGALG00000041193	NFYB	Nuclear transcription factor Y subunit beta  [Source:UniProtKB/Swiss-Prot;Acc:P25207]	1	54631916	54646904	1	protein_coding	-0.0588192903992789	5.8944299603586	0.358601885095027	0.54928373981602	0.750977533927249
ENSGALG00000008874	SLC13A1	solute carrier family 13 member 1 [Source:NCBI gene;Acc:770198]	1	22565977	22590094	1	protein_coding	0.176700358047834	0.536561104356043	0.184015157319948	0.667945144883046	0.83018109623175
ENSGALG00000016766	REV1	REV1, DNA directed polymerase [Source:NCBI gene;Acc:418703]	1	133893037	133946308	-1	protein_coding	-0.104846725757922	5.3522533931599	1.93638363905512	0.164061731487212	0.355865418816826
ENSGALG00000019233		phospholipase A2 group X-like [Source:NCBI gene;Acc:418356]	1	83879170	83892733	-1	protein_coding	-0.134122237676306	-0.977806627449464	0.339741022026345	0.559978747057261	0.759063282791459
