Gene stable ID	Gene name	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene type	logFC	logCPM	LR	PValue	FDR
ENSGALG00000000164	MYBPHL	myosin binding protein H like [Source:NCBI gene;Acc:421154]	26	1011100	1020640	-1	protein_coding	-3.76755951378937	-0.281789515544241	8.92093812548844	0.00281919660893565	0.00976366117269833
ENSGALG00000000168	ADORA1	adenosine A1 receptor [Source:NCBI gene;Acc:374212]	26	991509	1008522	1	protein_coding	-1.98628981819766	-0.281791726432665	3.3180627466556	0.0685225288199459	0.137108050487182
ENSGALG00000000172	MYOG	myogenin [Source:NCBI gene;Acc:374004]	26	978298	981812	-1	protein_coding	-1.63374869629371	-0.65376301206411	1.48688880958654	0.222699806719015	0.338630157199503
ENSGALG00000000184	SLC27A6	solute carrier family 27 (fatty acid transporter), member 6 [Source:NCBI gene;Acc:769933]	Z	45721101	45760913	-1	protein_coding	-3.3380888176804	1.1895437665956	39.1099135159265	4.00604658325691e-10	4.5782791516281e-09
ENSGALG00000000186	MTCH1	mitochondrial carrier 1 [Source:NCBI gene;Acc:425491]	26	1670781	1679287	-1	protein_coding	-2.19459965076233	0.0661351143847412	6.63567414749762	0.00999563612087822	0.0292227519344804
ENSGALG00000000189	YTHDC2	YTH domain containing 2 [Source:NCBI gene;Acc:415602]	Z	45786454	45824614	-1	protein_coding	1.30542759013479	3.27549704664885	43.9919056162155	3.29736645367983e-11	4.20808598645231e-10
ENSGALG00000000195	SLC23A2	solute carrier family 23 member 2 [Source:NCBI gene;Acc:419520]	22	501885	551476	1	protein_coding	-1.08791435968654	2.88818618693983	24.889293890387	6.07186924977463e-07	4.7741217817962e-06
ENSGALG00000000201	PLEKHM1	pleckstrin homology and RUN domain containing M1 [Source:NCBI gene;Acc:419939]	27	4004619	4020058	-1	protein_coding	0.295582476523634	3.32483985859478	2.6197586180646	0.105540494475926	0.193527566558536
ENSGALG00000000208	MCC	mutated in colorectal cancers [Source:NCBI gene;Acc:415603]	Z	45855483	46033418	1	protein_coding	-0.578385582744555	3.28672105322183	9.80384388337859	0.001741474816513	0.00650273474503335
ENSGALG00000000209	PRNP	prion protein [Source:NCBI gene;Acc:396452]	22	577317	581857	-1	protein_coding	-0.390733921412262	5.21016731419087	17.639953052499	2.66921569042061e-05	0.00015812905500856
ENSGALG00000000215	DCP2	decapping mRNA 2 [Source:NCBI gene;Acc:769972]	Z	46038892	46065354	-1	protein_coding	0.190983878402272	6.38599610408781	9.39951378079398	0.00217042993675589	0.00786256989123807
ENSGALG00000000217	PPFIA4	PTPRF interacting protein alpha 4 [Source:NCBI gene;Acc:421155]	26	954079	976671	1	protein_coding	-2.3802764830847	-0.571300013938843	2.97375182704195	0.0846253813445042	0.161907578796797
ENSGALG00000000218	SRP19	signal recognition particle 19 [Source:NCBI gene;Acc:770061]	Z	46094705	46101520	-1	protein_coding	0.992483991064269	6.66371244261831	285.174725027632	5.59718981934385e-64	5.41738628797909e-62
ENSGALG00000000220	APC	APC, WNT signaling pathway regulator [Source:NCBI gene;Acc:415607]	Z	46112427	46200441	-1	protein_coding	0.535097760408991	4.90430905622013	25.9836361562276	3.4432356635983e-07	2.8103483919981e-06
ENSGALG00000000223	TMEM183A	transmembrane protein 183A [Source:NCBI gene;Acc:421156]	26	923122	934781	-1	protein_coding	-0.0678828244140029	6.8047532289009	1.5880070673143	0.207611099521816	0.326664162778032
ENSGALG00000000225	MGAT4C	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme C (putative) [Source:NCBI gene;Acc:395415]	26	915271	920488	-1	protein_coding	0.35738924043341	1.21296541748817	0.723262698102229	0.395075765993915	0.517853391053458
ENSGALG00000000226	TMEM9	transmembrane protein 9 [Source:NCBI gene;Acc:421157]	26	910864	914096	1	protein_coding	-0.100765652420545	1.73450960455633	0.0913370991384168	0.762484143556052	0.835098045070353
ENSGALG00000000227	DPYSL2	dihydropyrimidinase like 2 [Source:NCBI gene;Acc:395155]	22	605206	646892	-1	protein_coding	-0.362350189576587	6.06953156929058	27.4491871162699	1.61276646510348e-07	1.37374040723027e-06
ENSGALG00000000233	SP2	Sp2 transcription factor [Source:NCBI gene;Acc:425673]	27	6502621	6508099	-1	protein_coding	1.11458421288144	-0.419300469768741	0.859696398690267	0.353823666183878	0.475226661316314
ENSGALG00000000234	EPB41L4A	erythrocyte membrane protein band 4.1 like 4A [Source:NCBI gene;Acc:415608]	Z	46272436	46396602	1	protein_coding	2.42554356605656	0.782317014322663	15.935116891606	6.55511639235374e-05	0.000355798054507061
ENSGALG00000000235	PPP2R2A	protein phosphatase 2 regulatory subunit Balpha [Source:NCBI gene;Acc:419523]	22	688378	726427	-1	protein_coding	0.0290922354532763	6.22093266507275	0.196029797967444	0.657944746280631	0.747863405744259
ENSGALG00000000241	STARD4	StAR related lipid transfer domain containing 4 [Source:NCBI gene;Acc:769322]	Z	46594962	46603606	1	protein_coding	1.0153307170911	3.50661867751243	32.8804467834385	9.8004056158438e-09	9.59597459449271e-08
ENSGALG00000000242	EBF2	early B-cell factor 2 [Source:NCBI gene;Acc:395176]	22	736997	875384	1	protein_coding	0.0498639978586033	1.18950958123329	0.0139841226255366	0.905866021983059	0.938650562049144
ENSGALG00000000243	RDM1	RAD52 motif containing 1 [Source:NCBI gene;Acc:395228]	27	4030006	4034840	-1	protein_coding	0.366638184559856	3.94172549852682	6.26148434331981	0.0123390777962922	0.0347245977852429
ENSGALG00000000244	CAMK4	calcium/calmodulin dependent protein kinase IV [Source:NCBI gene;Acc:723973]	Z	46616371	46782893	-1	protein_coding	0.580705820698477	3.32482158455224	9.90075277811849	0.00165211177297402	0.00619655228429934
ENSGALG00000000247	WDR36	WD repeat domain 36 [Source:NCBI gene;Acc:415609]	Z	46811852	46841797	-1	protein_coding	0.800001710375352	5.2083757717919	69.9259936948823	6.15717029736549e-17	1.22215919314494e-15
ENSGALG00000000249	GH	growth hormone [Source:NCBI gene;Acc:378781]	27	4034905	4038410	-1	protein_coding	-0.094481442034223	-0.571301264704251	0.00481949806490256	0.944653236251848	0.962249728767518
ENSGALG00000000253	SLC25A46	solute carrier family 25 member 46 [Source:NCBI gene;Acc:415610]	Z	46908349	46922477	-1	protein_coding	1.16141651086152	1.68501480208751	10.4969754411558	0.0011957010949046	0.00470748123649085
ENSGALG00000000255	MAN2A1	mannosidase alpha class 2A member 1 [Source:NCBI gene;Acc:415611]	Z	47239613	47357106	-1	protein_coding	0.293105945280585	2.26999079851277	1.16855667054797	0.279698004409163	0.398574211625149
ENSGALG00000000259	PSMF1	proteasome inhibitor subunit 1 [Source:NCBI gene;Acc:430115]	20	9867069	9873205	-1	protein_coding	-0.230387994698793	5.81921142072684	9.36354060697523	0.00221344163664067	0.0079948517767302
ENSGALG00000000264		praja ring finger ubiquitin ligase 2 [Source:NCBI gene;Acc:415612]	Z	47448939	47484723	1	protein_coding	-0.26894338118292	2.48760387414664	1.17891295875931	0.27757740667685	0.396637587774328
ENSGALG00000000273	FER	fer (fps/fes related) tyrosine kinase [Source:NCBI gene;Acc:415614]	Z	47527109	47681655	-1	protein_coding	0.973756037714033	3.01360825717205	21.2071714150033	4.1221922157707e-06	2.82838245068282e-05
ENSGALG00000000274		growth hormone releasing hormone receptor [Source:NCBI gene;Acc:771308]	27	4079597	4087573	-1	protein_coding	-3.23461369351882	-0.419294896999714	5.94739882193721	0.0147390194090951	0.0398716025835277
ENSGALG00000000275	KCTD9	potassium channel tetramerization domain containing 9 [Source:NCBI gene;Acc:419526]	22	962634	970983	1	protein_coding	0.0333096063927399	3.6933958655564	0.0439271868558899	0.833989139895689	0.890881194575555
ENSGALG00000000277	GnRH-I	gonadotropin releasing hormone 1 [Source:NCBI gene;Acc:770134]	22	973156	976774	1	protein_coding	-2.8697818393915	-0.493296734561724	4.4605874640055	0.0346855667343266	0.0794796163452984
ENSGALG00000000280	EFNA5	ephrin A5 [Source:NCBI gene;Acc:396100]	Z	48131380	48335018	1	protein_coding	0.685593482437109	1.81334655757768	4.31369858061184	0.0378066791695622	0.0856799937997309
ENSGALG00000000284	HOXB4	homeobox B4 [Source:NCBI gene;Acc:396230]	27	6243545	6248818	1	protein_coding	1.65676888702949	0.718192462072589	8.21344914814776	0.00415810374189605	0.0137417339981332
ENSGALG00000000296	PCNX1	pecanex homolog 1 (Drosophila) [Source:NCBI gene;Acc:426230]	5	27422449	27504335	-1	protein_coding	-0.0648648572541813	3.73045406099133	0.171419696857729	0.678853148114143	0.765819172864815
ENSGALG00000000302	TNNT2	troponin T2, cardiac type [Source:NCBI gene;Acc:396433]	26	807502	813890	1	protein_coding	2.74833298549067	-0.493301944305052	3.87141288579984	0.0491151587577786	0.104937041508291
ENSGALG00000000311	DOCK5	dedicator of cytokinesis 5 [Source:NCBI gene;Acc:419527]	22	981447	1052989	-1	protein_coding	4.45753863966152	0.0136517703365358	14.1942170142617	0.000164876453503703	0.000821158619473695
ENSGALG00000000313	TNNI1	troponin I type 1 (skeletal, slow) [Source:NCBI gene;Acc:421161]	26	790416	794166	1	protein_coding	0.237367079072029	0.782332349775097	0.214341436482722	0.643385703989254	0.737715763647688
ENSGALG00000000314	NEFL	neurofilament light [Source:HGNC Symbol;Acc:HGNC:7739]	22	1089882	1108097	1	protein_coding	1.28445048376383	1.18949391022312	8.23281750511714	0.00411396137135897	0.0136305348435483
ENSGALG00000000317	NEFM	neurofilament, medium polypeptide [Source:NCBI gene;Acc:396206]	22	1098617	1103124	-1	protein_coding	0.363581856536759	5.4210371519567	17.4066779856544	3.0176390608811e-05	0.000175739714637149
ENSGALG00000000318	CSRP1	cysteine and glycine rich protein 1 [Source:NCBI gene;Acc:396176]	26	776660	782042	1	protein_coding	-1.20895079644611	4.43887903736967	92.8595537431567	5.61401632714788e-22	1.49757308707357e-20
ENSGALG00000000329	AHCYL1	adenosylhomocysteinase like 1 [Source:NCBI gene;Acc:419803]	26	1296534	1317744	1	protein_coding	0.203765985541137	5.14594280474731	4.55753023620237	0.0327743035000836	0.0777554354404369
ENSGALG00000000336	PPP1R12B	protein phosphatase 1 regulatory subunit 12B [Source:HGNC Symbol;Acc:HGNC:7619]	26	686280	770677	-1	protein_coding	-0.289853885434462	1.78234310951414	0.785838374897756	0.375361483481668	0.497073319389636
ENSGALG00000000349	PSMC5	proteasome 26S subunit, ATPase 5 [Source:NCBI gene;Acc:428274]	27	4119715	4123304	1	protein_coding	-0.0336999586798542	6.94923688742949	0.430980835762651	0.511508059176969	0.624161959524546
ENSGALG00000000352	TIMM44	translocase of inner mitochondrial membrane 44 [Source:NCBI gene;Acc:420053]	28	582246	604742	-1	protein_coding	-0.225500215208969	8.0813925585357	40.5836873987163	1.88372723597842e-10	2.22968882899308e-09
ENSGALG00000000364	STC1	stanniocalcin 1 [Source:NCBI gene;Acc:428201]	22	1287781	1294830	1	protein_coding	2.74833290917514	-0.493301984328019	3.87141272129705	0.0491151635715113	0.104937041508291
ENSGALG00000000367	ASIC2	acid sensing ion channel subunit 2 [Source:NCBI gene;Acc:419945]	27	4187017	4266979	-1	protein_coding	-1.72034992140545	0.750640284661449	9.6875754300825	0.00185518173729769	0.00688267390122959
ENSGALG00000000374	RNPEP	arginyl aminopeptidase [Source:NCBI gene;Acc:421165]	26	617184	633046	-1	protein_coding	0.129889623232725	4.38545149443379	1.09023943573374	0.296418163746931	0.417558692267691
ENSGALG00000000377	HNRNPM	heterogeneous nuclear ribonucleoprotein M [Source:NCBI gene;Acc:420054]	28	604711	629778	-1	protein_coding	0.162741254215619	4.76851432423787	2.23776464524041	0.134675549224311	0.23220188708162
ENSGALG00000000378	SLC25A37	solute carrier family 25 (mitochondrial iron transporter), member 37 [Source:NCBI gene;Acc:419530]	22	1324249	1333078	-1	protein_coding	-0.141486824880748	4.85499579482935	1.80996130611685	0.178512871647671	0.292362275712875
ENSGALG00000000379	ITGB3	integrin subunit beta 3 [Source:NCBI gene;Acc:374209]	27	4721958	4738989	1	protein_coding	-0.405138422559618	3.48762638565037	5.60193252784341	0.0179406773067531	0.0468970333900475
ENSGALG00000000390	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4 [Source:NCBI gene;Acc:419531]	22	1337732	1346169	1	protein_coding	0.0195096856210672	2.99348199120786	0.00905044211366834	0.924208542067758	0.950308202748879
ENSGALG00000000394	SLC6A17	solute carrier family 6 member 17 [Source:NCBI gene;Acc:419805]	26	1352712	1360431	1	protein_coding	2.26691701331099	-0.571303598070563	2.58096364730622	0.108155800309313	0.19449197013593
ENSGALG00000000396	METTL2B	methyltransferase like 2B [Source:NCBI gene;Acc:419948]	27	4751454	4764142	1	protein_coding	0.0940763719539716	4.66389564934542	0.6966923878007	0.403897336786172	0.526316931474733
ENSGALG00000000399	DUSP28	dual specificity phosphatase 28 [Source:NCBI gene;Acc:430912]	9	2860218	2863677	-1	protein_coding	-0.0470467802604305	0.813362804575086	0.00876550149419808	0.925407639966777	0.951076908515488
ENSGALG00000000400	KCNC4	potassium voltage-gated channel, Shaw-related subfamily, member 4 [Source:NCBI gene;Acc:419806]	26	1366688	1389976	1	protein_coding	1.47492147553312	-0.348911514638587	1.64480528681863	0.199667436593551	0.317691601113152
ENSGALG00000000401	RBM15	RNA binding motif protein 15 [Source:NCBI gene;Acc:100859595]	26	1400047	1402914	1	protein_coding	2.74833290917514	-0.493301984328019	3.87141272129705	0.0491151635715113	0.104937041508291
ENSGALG00000000402	LOXL2	lysyl oxidase like 2 [Source:NCBI gene;Acc:419533]	22	1351044	1386815	1	protein_coding	-0.313169354130621	3.22457891354219	2.76893768745501	0.0961099261786764	0.1796844893361
ENSGALG00000000404	COPS2	COP9 signalosome subunit 2 [Source:NCBI gene;Acc:430917]	10	10883287	10904519	-1	protein_coding	0.0997604665409828	5.77541611505685	1.69551843915055	0.192875111985268	0.310034553172087
ENSGALG00000000409	CHMP7	charged multivesicular body protein 7 [Source:NCBI gene;Acc:419535]	22	1402211	1410592	-1	protein_coding	-0.354709023905378	6.01048939363867	25.2667897676741	4.99230917702485e-07	3.97547568384996e-06
ENSGALG00000000410	TLK2	tousled-like kinase 2 [Source:NCBI gene;Acc:419949]	27	4774952	4815919	1	protein_coding	-0.667234328639384	2.96616954795942	10.260276050107	0.00135925339532255	0.00520888380681247
ENSGALG00000000417	SLC16A4	solute carrier family 16 member 4 [Source:NCBI gene;Acc:419809]	26	1413628	1422663	-1	protein_coding	-0.634528811288839	1.21297987467979	2.2935722011833	0.129910624893012	0.225636414872935
ENSGALG00000000419	LAMTOR5	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5 [Source:NCBI gene;Acc:419811]	26	1424151	1426410	-1	protein_coding	-0.012272212581418	7.77596596747503	0.0985745179910638	0.753547020697918	0.82846558899651
ENSGALG00000000424	CMTM3	CKLF like MARVEL transmembrane domain containing 3 [Source:NCBI gene;Acc:414829]	11	11429328	11442605	-1	protein_coding	-0.302996164338754	5.82686248737565	16.2695357388579	5.49401898908423e-05	0.000301950179314644
ENSGALG00000000430	SPPL2C	signal peptide peptidase like 2C [Source:NCBI gene;Acc:420056]	28	659800	694959	1	protein_coding	0.12085994159266	3.26999232352895	0.424290507598576	0.51480389135178	0.627343947022394
ENSGALG00000000437	PGA3	pepsinogen 3, group I (pepsinogen A) [Source:NCBI gene;Acc:395926]	26	1433283	1436412	1	protein_coding	1.53926703596364	-0.653764803462174	1.29049239505702	0.255957228356504	0.373154418853381
ENSGALG00000000438	ERMP1	endoplasmic reticulum metallopeptidase 1 [Source:NCBI gene;Acc:426644]	Z	27771796	27786843	-1	protein_coding	0.816582759617358	0.468221149532405	1.74135871861848	0.186966760168543	0.302560018027123
ENSGALG00000000442	KCNA2	potassium voltage-gated channel subfamily A member 2 [Source:NCBI gene;Acc:395117]	26	1469306	1471568	-1	protein_coding	2.07726134843669	0.116746793087757	6.00610460765199	0.0142564660577097	0.0393944196954047
ENSGALG00000000451	MEIG1	meiosis/spermiogenesis associated 1 [Source:NCBI gene;Acc:769589]	1	8003807	8010070	1	protein_coding	0.811620911634917	3.03351262981754	15.253195490403	9.40175542375654e-05	0.000495790738040623
ENSGALG00000000458	TMPRSS9	transmembrane protease, serine 9 [Source:NCBI gene;Acc:428320]	28	710915	722418	1	protein_coding	2.26691693699358	-0.571303638094092	2.58096354677237	0.108155807178137	0.19449197013593
ENSGALG00000000461	MRC2	mannose receptor C type 2 [Source:NCBI gene;Acc:419950]	27	4832151	4845337	1	protein_coding	-0.486280195051897	-0.217664135078687	0.25839329340374	0.611226138531566	0.714284637279615
ENSGALG00000000466	LCK	LCK proto-oncogene, Src family tyrosine kinase [Source:NCBI gene;Acc:396460]	23	5273969	5292034	-1	protein_coding	2.74833290917514	-0.493301984328019	3.87141272129705	0.0491151635715113	0.104937041508291
ENSGALG00000000470	LMNA	lamin A/C [Source:NCBI gene;Acc:396222]	28	729616	757180	-1	protein_coding	-0.0914637721035403	7.17662351013285	3.69712827282958	0.0545062034125168	0.114114538040332
ENSGALG00000000476	LRRTM4	leucine rich repeat transmembrane neuronal 4 [Source:NCBI gene;Acc:419539]	22	4410028	4620737	-1	protein_coding	-1.5835231797247	1.82866386347781	21.8292493812305	2.98022178905188e-06	2.1042405233609e-05
ENSGALG00000000478	TANC2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2 [Source:NCBI gene;Acc:419951]	27	4897150	5049377	1	protein_coding	-0.531046049946974	0.468229892148579	0.775047023775429	0.378660229439678	0.500774775116478
ENSGALG00000000498	ACE	angiotensin I converting enzyme [Source:NCBI gene;Acc:419953]	27	5066557	5082805	1	protein_coding	-0.167376950137214	3.12914981582414	0.738128436225008	0.390261067068415	0.512583798550169
ENSGALG00000000504	ETV7	ETS variant 7 [Source:NCBI gene;Acc:419813]	26	1539943	1544102	-1	protein_coding	0.5269721062039	-0.156265791817394	0.32819140594059	0.566725999461932	0.675312246026547
ENSGALG00000000505	KCNH6	potassium voltage-gated channel subfamily H member 6 [Source:NCBI gene;Acc:414871]	27	5090432	5118510	1	protein_coding	0.152222100507765	2.09165960290076	0.276020326457694	0.599321579409966	0.703982398668972
ENSGALG00000000510	DCAF7	DDB1 and CUL4 associated factor 7 [Source:NCBI gene;Acc:771554]	27	5119774	5135568	1	protein_coding	0.0591477051910005	5.53370798501457	0.505196787218781	0.477225555586548	0.595758064455524
ENSGALG00000000511	KCTD20	potassium channel tetramerization domain containing 20 [Source:NCBI gene;Acc:419814]	26	1544510	1563320	1	protein_coding	-0.414899148844942	4.60314758173568	13.0060410906028	0.000310487670676811	0.00144073129155379
ENSGALG00000000513	ZNF276	zinc finger protein 276 [Source:NCBI gene;Acc:415853]	11	18771553	18778212	1	protein_coding	0.0345000943173447	1.28114035430642	0.00726614317830299	0.932069259171714	0.956102679659688
ENSGALG00000000516	FANCA	Fanconi anemia complementation group A [Source:NCBI gene;Acc:415854]	11	18778749	18811706	-1	protein_coding	0.774434715699973	1.52554566235797	4.29573583108019	0.0382080589368398	0.0864463261465073
ENSGALG00000000518	KLHL12	kelch like family member 12 [Source:NCBI gene;Acc:101748977]	26	510087	522316	1	protein_coding	-0.27994408953914	3.78627874747799	3.3248082080367	0.0682419734072905	0.136997515263498
ENSGALG00000000523	STK38	serine/threonine kinase 38 [Source:NCBI gene;Acc:428260]	26	1565335	1575057	-1	protein_coding	0.8710150097704	2.07892817365729	8.43755528985562	0.00367550036400061	0.0123612999634301
ENSGALG00000000525	MAP3K3	mitogen-activated protein kinase kinase kinase 3 [Source:NCBI gene;Acc:419954]	27	5141419	5180131	1	protein_coding	-0.0617736855766374	3.82102321538761	0.165901915873843	0.683779886565135	0.769313920313022
ENSGALG00000000529	LIMD2	LIM domain containing 2 [Source:NCBI gene;Acc:419955]	27	5186052	5190752	-1	protein_coding	0.439095859955393	6.80482031845651	64.9923482750377	7.51894678398974e-16	1.38209615086548e-14
ENSGALG00000000535	ERRFI1	ERBB receptor feedback inhibitor 1 [Source:NCBI gene;Acc:419364]	21	255925	259437	1	protein_coding	-0.527771297675675	3.84002885563982	12.2034281849515	0.000477017763072824	0.00210708532904987
ENSGALG00000000538	RNF113B	ring finger protein 113B [Source:NCBI gene;Acc:419956]	27	5196842	5203338	1	protein_coding	0.07764237865587	4.84183992151313	0.53785833309283	0.463321660370505	0.582186236152598
ENSGALG00000000540	GAS8	growth arrest specific 8 [Source:NCBI gene;Acc:415858]	11	18853533	18862046	1	protein_coding	0.136788285970031	4.37769110087152	1.20218549933053	0.272885304563452	0.391672779003999
ENSGALG00000000541	ZC3H11B	zinc finger CCCH-type containing 11B pseudogene [Source:NCBI gene;Acc:421172]	26	481428	495534	1	protein_coding	0.454972690047571	5.23305650535804	23.7724392617592	1.08423913265451e-06	8.23494680127946e-06
ENSGALG00000000542	ZNF593	zinc finger protein 593 [Source:NCBI gene;Acc:419549]	23	352761	353960	-1	protein_coding	0.115825717387915	9.48900888133888	25.2761529729844	4.96813289601226e-07	3.96327275592167e-06
ENSGALG00000000545	REN	renin [Source:NCBI gene;Acc:431167]	26	1725734	1730462	-1	protein_coding	-3.23461299645989	-0.419295228394229	5.94739679478097	0.0147390363592148	0.0398716025835277
ENSGALG00000000549	URAH	5-hydroxyisourate hydrolase [Source:NCBI gene;Acc:415859]	11	18861162	18862768	-1	protein_coding	0.454147570598007	1.6510828039902	1.69075472183419	0.193501510105662	0.310785698598491
ENSGALG00000000550	STRADA	STE20-related kinase adaptor alpha [Source:NCBI gene;Acc:419957]	27	5203843	5214957	-1	protein_coding	0.106297371177606	5.58853193791978	1.69206522331978	0.193328950890739	0.310672749910668
ENSGALG00000000551	C26H6orf89	chromosome 26 C6orf89 homolog [Source:NCBI gene;Acc:419817]	26	1618156	1637334	1	protein_coding	-0.930336494598025	3.67249149821081	32.7734106798614	1.03551633396299e-08	1.01120019147796e-07
ENSGALG00000000557	ETNK2	ethanolamine kinase 2 [Source:NCBI gene;Acc:426690]	26	1717215	1724197	-1	protein_coding	-0.132234195546306	0.165664525508445	0.0337314466379037	0.854279227074516	0.90334190032164
