geneSymbol	Gene name	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene type	logFC	logCPM	LR	PValue	FDR
ENSGALG00000012559	LARGE1	LARGE xylosyl- and glucuronyltransferase 1 [Source:NCBI gene;Acc:418062]	1	52678868	52954337	1	protein_coding	-0.140520081009448	5.23456623059789	1.92019772173722	0.165834865260326	0.388144385893249
ENSGALG00000033432	NHLH2	nescient helix-loop-helix 2 [Source:NCBI gene;Acc:395578]	1	81203444	81204741	1	protein_coding	1.13433149239444	-3.27737659797557	1.95003582065441	0.162582990762193	0.383584296497116
ENSGALG00000017148	CENPJ	centromere protein J [Source:NCBI gene;Acc:418960]	1	180615148	180632384	1	protein_coding	0.112004456486101	4.74411847531019	0.97482219651403	0.323480474405206	0.567526129041746
ENSGALG00000015018	CASQ2	calsequestrin 2 [Source:NCBI gene;Acc:395198]	1	81232635	81309584	1	protein_coding	0.061475401125734	-0.326961971632461	0.0485116920970068	0.825673577223781	0.919362107716887
ENSGALG00000016739	HERC2	HECT and RLD domain containing E3 ubiquitin protein ligase 2 [Source:NCBI gene;Acc:418682]	1	131806734	131911385	1	protein_coding	-0.166913954610131	7.9599923057722	3.07222793326453	0.0796402572424533	0.24746762644616
ENSGALG00000033589	SYN3	synapsin III [Source:NCBI gene;Acc:100857420]	1	53021721	53223751	1	protein_coding	-0.249447737697578	0.316835799168137	0.756803086474813	0.38433084394346	0.625056319847893
ENSGALG00000026507	FDX1	ferredoxin 1 [Source:NCBI gene;Acc:373947]	1	180901126	180917603	-1	protein_coding	-0.0763857276241459	5.82621545182468	0.854286704360096	0.355342471655854	0.596000994868217
ENSGALG00000028627	TIMP3	TIMP metallopeptidase inhibitor 3 [Source:NCBI gene;Acc:396483]	1	53094947	53127580	-1	protein_coding	0.322601692233512	5.04713858168556	7.28319806272725	0.00696025123418086	0.042876367510268
ENSGALG00000017153	RDX	radixin [Source:NCBI gene;Acc:395511]	1	180936321	180969903	1	protein_coding	0.245053895144543	9.04531187002707	3.30735400460787	0.0689704611510552	0.224686726298739
ENSGALG00000015025	VANGL1	VANGL planar cell polarity protein 1 [Source:NCBI gene;Acc:418337]	1	81276492	81306906	-1	protein_coding	0.0181351767685314	3.79892448878939	0.0112114283664617	0.915674362956759	0.963575159222544
ENSGALG00000015038	CHD1L	chromodomain helicase DNA binding protein 1 like [Source:NCBI gene;Acc:418338]	1	81317906	81339566	-1	protein_coding	-0.0294176491635903	5.28267633542989	0.0967268306972233	0.755793495393694	0.884049847703821
ENSGALG00000012569	FBXO7	F-box protein 7 [Source:NCBI gene;Acc:418063]	1	53227761	53241371	-1	protein_coding	-0.0420675677742503	6.95539679907988	0.343183753859346	0.557997238481085	0.762900895750895
ENSGALG00000015059		fatty acid amide hydrolase-like [Source:NCBI gene;Acc:418339]	1	81342003	81357144	1	protein_coding	0.355875520338171	5.86322669325794	19.7969854185759	8.61183932460457e-06	0.000140238871266695
ENSGALG00000017154	ZC3H12C	zinc finger CCCH-type containing 12C [Source:NCBI gene;Acc:418963]	1	180987196	181008738	-1	protein_coding	-0.192370026217772	2.92012597276047	1.39639857283089	0.237327498796771	0.476342653881881
ENSGALG00000017155	C11orf87	chromosome 1 open reading frame, human C11orf87 [Source:NCBI gene;Acc:418964]	1	181226287	181226754	-1	protein_coding	0.433712777291084	2.64856924060273	7.33587732278771	0.0067591681542505	0.0418823480194572
ENSGALG00000039479	BPIFC	BPI fold containing family C, member B [Source:NCBI gene;Acc:771461]	1	53270492	53286236	1	protein_coding	-1.26466404204831	-2.75092186314351	2.62783125340166	0.105005053908016	0.296320439547684
ENSGALG00000015073	TMEM39A	transmembrane protein 39A [Source:NCBI gene;Acc:418340]	1	81358311	81383483	-1	protein_coding	0.153530856252629	5.72850902805943	2.20284173725448	0.137756575889174	0.349127301754702
ENSGALG00000012611	RTCB	RNA 2',3'-cyclic phosphate and 5'-OH ligase [Source:NCBI gene;Acc:418064]	1	53286579	53299252	1	protein_coding	0.0482877926165347	7.57726007512673	0.479009627477044	0.488871257443492	0.712269652390741
ENSGALG00000015069	B4GALT4	beta-1,4-galactosyltransferase 4 [Source:NCBI gene;Acc:418341]	1	81391656	81407632	1	protein_coding	0.0793660715454618	5.50979239235107	1.00597181899038	0.315869804311892	0.559370277670871
ENSGALG00000022891		beta-1,4-galactosyltransferase 3 [Source:NCBI gene;Acc:418342]	1	81408455	81422616	-1	protein_coding	0.422542315895786	4.84061751063166	14.8202886064693	0.000118256406802944	0.00147709606641427
ENSGALG00000012619	PRDM4	PR/SET domain 4 [Source:NCBI gene;Acc:418065]	1	53325209	53342024	1	protein_coding	0.0901825052977261	5.17501521398625	1.17692227728114	0.277983450500718	0.522789030794527
ENSGALG00000017158	POGLUT3	KDEL motif containing 2 [Source:NCBI gene;Acc:418966]	1	181559336	181567603	1	protein_coding	-0.126590886824373	5.68332636469849	1.64920810499242	0.19906674650622	0.431152266953646
ENSGALG00000012631	PWP1	PWP1 homolog, endonuclein [Source:NCBI gene;Acc:418066]	1	53343403	53357843	-1	protein_coding	0.0340649070951875	6.45886676775208	0.224690950677933	0.635488661279288	0.816080181788981
ENSGALG00000033664	MOV10L1	Mov10 RISC complex RNA helicase like 1 [Source:NCBI gene;Acc:417738]	1	20276230	20312309	1	protein_coding	-1.01008677427534	5.34042030620321	41.3767085782743	1.25544358491832e-10	4.61776967441032e-09
ENSGALG00000015075	B3GAT1L	beta-1,3-glucuronyltransferase 1-like [Source:NCBI gene;Acc:408180]	1	81425204	81452490	-1	protein_coding	0.0171779723555501	4.20071073085004	0.0151897942610546	0.901911600973147	0.957929360036236
ENSGALG00000017159	ATM	ATM serine/threonine kinase [Source:NCBI gene;Acc:395401]	1	181590958	181650668	-1	protein_coding	-0.173632033982201	6.66529869651067	3.2295265062799	0.0723215962950347	0.231960749789879
ENSGALG00000015077		Rho GTPase activating protein 31 [Source:HGNC Symbol;Acc:HGNC:29216]	1	81531508	81551013	1	protein_coding	0.0623592942329179	6.16146656463421	0.374523995330556	0.54054857107573	0.751600117562771
ENSGALG00000000003	PANX2	pannexin 2 [Source:NCBI gene;Acc:426934]	1	20328226	20347898	1	protein_coding	0.082764936205824	4.43189893070014	0.35174839671949	0.553125069888191	0.758950820458647
ENSGALG00000015079	UPK1B	uroplakin 1B [Source:NCBI gene;Acc:418345]	1	81562063	81573670	-1	protein_coding	0.379141375166396	-0.100599506934613	2.15389171030894	0.142209023575519	0.354644983303364
ENSGALG00000030705	TRABD	TraB domain containing [Source:NCBI gene;Acc:417746]	1	20383039	20415387	1	protein_coding	0.0730106546645181	6.56951165211308	1.20301907028054	0.272719097348875	0.516093267188332
ENSGALG00000039595	BTBD11	BTB domain containing 11 [Source:NCBI gene;Acc:771493]	1	53377416	53545431	-1	protein_coding	-0.366836059781466	4.69633280260079	10.1480706313158	0.00144452347219374	0.0119149644678405
ENSGALG00000016740	OCA2	OCA2 melanosomal transmembrane protein [Source:NCBI gene;Acc:428009]	1	131975543	132105662	1	protein_coding	-0.140601758356617	-0.0730228354819129	0.191843629730696	0.66138658983367	0.832026697272363
ENSGALG00000012638	CRY1	cryptochrome circadian regulator 1 [Source:NCBI gene;Acc:374093]	1	53591410	53626354	-1	protein_coding	-0.0503660525410168	6.74218094386645	0.434461110792363	0.509808028809319	0.72953294056296
ENSGALG00000017163	ACAT1	acetyl-CoA acetyltransferase 1 [Source:NCBI gene;Acc:418968]	1	181673539	181685617	-1	protein_coding	0.045077557751745	7.71369098249642	0.442973148086363	0.505690923224413	0.726112942755163
ENSGALG00000041042	GABRG3	gamma-aminobutyric acid type A receptor gamma3 subunit [Source:HGNC Symbol;Acc:HGNC:4088]	1	132259464	132561163	-1	protein_coding	-0.435786593433235	1.2210937803392	2.95658294769227	0.0855285153146521	0.25933196843429
ENSGALG00000017165	CUL5	cullin 5 [Source:NCBI gene;Acc:418969]	1	181692016	181714409	-1	protein_coding	-0.0674221917306806	6.40527663785792	0.455950920575679	0.499522420751526	0.72110179004781
ENSGALG00000015084	IGSF11	immunoglobulin superfamily member 11 [Source:NCBI gene;Acc:418346]	1	81625126	81711797	1	protein_coding	-0.900920810069986	0.879947574957013	11.1630185009769	0.000834440450290024	0.00762323105958099
ENSGALG00000016744	GABRA5	gamma-aminobutyric acid type A receptor alpha5 subunit [Source:NCBI gene;Acc:418684]	1	132566482	132611904	-1	protein_coding	-0.193868595821359	0.527354882597519	0.387261402124018	0.533742449080579	0.746373191495402
ENSGALG00000038467	SELENOO	selenoprotein O [Source:NCBI gene;Acc:417745]	1	20448935	20462470	1	protein_coding	-0.360916369170067	4.47635816701012	13.6189407814868	0.000223914979956067	0.00255242904629199
ENSGALG00000032156	TUBGCP6	tubulin gamma complex associated protein 6 [Source:NCBI gene;Acc:769701]	1	20464869	20488213	-1	protein_coding	-0.0912438360160475	5.29090514175958	0.991587892572135	0.319354589133085	0.56325531311694
ENSGALG00000017167	SLC35F2	solute carrier family 35 member F2 [Source:NCBI gene;Acc:418970]	1	181760889	181778160	1	protein_coding	0.466028036464938	3.77299343829685	9.72763556572243	0.00181517845209372	0.0144631315833387
ENSGALG00000029392	GABRB3	gamma-aminobutyric acid type A receptor beta3 subunit [Source:NCBI gene;Acc:396290]	1	132652407	132762481	1	protein_coding	-0.351791323109481	0.961514442345553	3.21955656701344	0.0727633387608161	0.232787490604452
ENSGALG00000040620	LSAMP	limbic system-associated membrane protein [Source:NCBI gene;Acc:395687]	1	82041116	83002376	1	protein_coding	0.16163064497601	5.26973521743802	1.94294916998708	0.163348675322116	0.384274348814563
ENSGALG00000012639	MTERF2	mitochondrial transcription termination factor 2 [Source:NCBI gene;Acc:418067]	1	53628604	53634012	1	protein_coding	0.0604940951502228	2.75016383968041	0.121235569025766	0.727698259805771	0.869212317693045
ENSGALG00000012640	TMEM263	transmembrane protein 263 [Source:NCBI gene;Acc:418068]	1	53635743	53648531	-1	protein_coding	-0.0724776198989503	7.49077197257724	1.08897190952596	0.29669911275894	0.541331488642951
ENSGALG00000043118	ATP10A	ATPase phospholipid transporting 10A (putative) [Source:NCBI gene;Acc:418685]	1	132986041	133096377	1	protein_coding	0.0707060303445409	4.12725916104275	0.275611380619697	0.599592207972176	0.791834336933379
ENSGALG00000017169	ELMOD1	ELMO domain containing 1 [Source:NCBI gene;Acc:418971]	1	181839724	181881942	-1	protein_coding	-0.435094317472608	4.90346328761076	10.1917868258242	0.00141067554382113	0.0116814644345346
ENSGALG00000029484	RIC8B	RIC8 guanine nucleotide exchange factor B [Source:NCBI gene;Acc:418069]	1	53675196	53707480	-1	protein_coding	-0.0860508925979252	6.27850091231537	1.29329939126429	0.255440804069089	0.495795749944191
ENSGALG00000034944	UBE3A	ubiquitin protein ligase E3A [Source:NCBI gene;Acc:418686]	1	133189234	133229871	1	protein_coding	-0.00867187155431754	7.16492956955468	0.0122757782598306	0.911778029169119	0.961400381598436
ENSGALG00000012647	RFX4	regulatory factor X4 [Source:NCBI gene;Acc:418070]	1	53713025	53802913	-1	protein_coding	0.0722327090799584	-2.3309266627523	0.0209076646271686	0.885030780040667	0.947482397821691
ENSGALG00000008635		secreted frizzled-related protein 2-like [Source:NCBI gene;Acc:417741]	1	20505033	20508744	-1	protein_coding	0.342029834898095	-3.34444999321669	0.170872274153771	0.679337750770657	0.842806076233289
ENSGALG00000012655	POLR3B	RNA polymerase III subunit B [Source:NCBI gene;Acc:418071]	1	53811388	53878902	-1	protein_coding	-0.249631398464784	6.48282426864336	14.0391388680982	0.000179044911534114	0.00210544169669252
ENSGALG00000019384	MAPK12	mitogen-activated protein kinase 12 [Source:NCBI gene;Acc:769763]	1	20526985	20555609	-1	protein_coding	0.0187898902337724	5.06556360820534	0.0307137560086375	0.860880522384254	0.935961612796698
ENSGALG00000017170	ALKBH8	alkB homolog 8, tRNA methyltransferase [Source:NCBI gene;Acc:418972]	1	181880177	181939483	1	protein_coding	-0.0223099793960716	4.22799575257741	0.0443739318988925	0.833159449692175	0.922116032460769
ENSGALG00000028743			1	82528080	82528223	-1	misc_RNA	-1.89612875686725	-3.7160520502689	3.30220316703993	0.0691870287144183	0.225021137199739
ENSGALG00000040023	MAPK11	mitogen-activated protein kinase 11 [Source:NCBI gene;Acc:417739]	1	20565752	20594690	-1	protein_coding	-0.0189451431446168	5.21842599565962	0.0359785544413498	0.849559786466902	0.929242736701739
ENSGALG00000015089	GAP43	growth associated protein 43 [Source:NCBI gene;Acc:427955]	1	83026159	83080167	-1	protein_coding	-0.0276349836117508	4.09170770003425	0.0218085700896857	0.882597486830487	0.945845703080318
ENSGALG00000039861	PLXNB2	plexin B2 [Source:NCBI gene;Acc:425938]	1	20649179	20822048	-1	protein_coding	0.0513118178791665	7.68966240105182	0.192021143630043	0.661239734162337	0.831948139195538
ENSGALG00000015094	ZBTB20	zinc finger and BTB domain containing 20 [Source:NCBI gene;Acc:100859265]	1	83692165	83698118	1	protein_coding	0.53554165547588	0.7600229239342	5.26405971283914	0.0217701801937945	0.101731207577161
ENSGALG00000015117	DRD3	dopamine receptor D3 [Source:NCBI gene;Acc:770757]	1	83745457	83755386	1	protein_coding	-0.376403626828822	1.6473740983067	3.73260256194322	0.0533601906759851	0.190065836902284
ENSGALG00000037353	TMEM131	transmembrane protein 131 [Source:NCBI gene;Acc:418689]	1	133387917	133479417	1	protein_coding	-0.18095900142023	7.9596243858526	4.90274710948827	0.0268140073469844	0.118380193636216
ENSGALG00000012658	TCP11X2	t-complex 11 family, X-linked 2 [Source:NCBI gene;Acc:425052]	1	53881515	53897895	-1	protein_coding	-0.40202088688518	6.66393534592981	14.8567614194948	0.000115991522070155	0.00145167233308969
ENSGALG00000017171	CWF19L2	CWF19-like 2, cell cycle control (S. pombe) [Source:NCBI gene;Acc:418973]	1	181966817	182022834	1	protein_coding	-0.139092706591475	5.59139503886863	2.05809774449462	0.151399069060425	0.368040810916726
ENSGALG00000017172	VMO1	vitelline membrane outer layer 1 homolog [Source:NCBI gene;Acc:418974]	1	182061433	182065423	1	protein_coding	-0.575651125479142	-2.15975737605772	1.49222306802788	0.221871858409895	0.460673551765737
ENSGALG00000017173	GUCY1A2	guanylate cyclase 1 soluble subunit alpha 2 [Source:NCBI gene;Acc:771678]	1	182130487	182257860	1	protein_coding	-0.166053828198612	2.85666488830487	0.567165493985318	0.451387477118426	0.683869281142027
ENSGALG00000037485	QTRT2	queuine tRNA-ribosyltransferase accessory subunit 2 [Source:NCBI gene;Acc:418351]	1	83770540	83782730	-1	protein_coding	0.0556729478041782	6.15350218553112	0.525898914274489	0.46833616272204	0.696601366377271
ENSGALG00000027981	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase [Source:NCBI gene;Acc:418975]	1	182413608	182437196	-1	protein_coding	-0.316056245573721	2.7626183961233	3.64039357929446	0.0563936014785805	0.198334442447964
ENSGALG00000033997	ZNF800	zinc finger protein 800 [Source:NCBI gene;Acc:417747]	1	21022425	21036546	1	protein_coding	-0.0788590258080097	4.65643560924455	0.444795233125584	0.50481703486697	0.725412683104899
ENSGALG00000028658	KBTBD3	kelch repeat and BTB domain containing 3 [Source:NCBI gene;Acc:418976]	1	182437515	182450316	1	protein_coding	-0.248396989855398	1.08542801877412	1.4367334278124	0.230668675108175	0.470143483592741
ENSGALG00000015123	ZDHHC23	zinc finger DHHC-type containing 23 [Source:NCBI gene;Acc:418353]	1	83805906	83813150	-1	protein_coding	-0.00745976312774915	3.88024081499188	0.00275028552808543	0.95817558092716	0.982594138053163
ENSGALG00000017177	MSANTD4	Myb/SANT DNA binding domain containing 4 with coiled-coils [Source:NCBI gene;Acc:418977]	1	182457193	182471609	1	protein_coding	-0.154132690371811	6.28322346928356	3.44984672275009	0.0632576357879079	0.213098739516613
ENSGALG00000012659	CKAP4	cytoskeleton associated protein 4 [Source:NCBI gene;Acc:418073]	1	53903598	53908679	1	protein_coding	-0.0973251506567881	8.45914285766655	0.712832536540027	0.398505079156353	0.637752771035316
ENSGALG00000039403	GRM8	glutamate metabotropic receptor 8 [Source:NCBI gene;Acc:427853]	1	21072336	21395611	1	protein_coding	-0.00115915934812929	0.959449841176018	3.16713897996479e-05	0.995509741643641	0.99759129639486
ENSGALG00000029709	INPP4A	inositol polyphosphate-4-phosphatase type I A [Source:NCBI gene;Acc:418690]	1	133491845	133561055	-1	protein_coding	-0.11602970746114	5.34295064493479	1.0332603751402	0.309394127611211	0.552709982441908
ENSGALG00000012662	NUAK1	NUAK family kinase 1 [Source:NCBI gene;Acc:418074]	1	53933066	53978011	1	protein_coding	-0.450048342803475	4.76773323726067	18.4826085515064	1.71461798816746e-05	0.000261071737717003
ENSGALG00000038995	GRIA4	glutamate ionotropic receptor AMPA type subunit 4 [Source:NCBI gene;Acc:396137]	1	182497747	182719908	-1	protein_coding	-0.296031675034176	1.40793963891053	0.777858934830133	0.377796754478933	0.618724091952103
ENSGALG00000035629	GRAMD1C	GRAM domain containing 1C [Source:NCBI gene;Acc:418354]	1	83813954	83865313	-1	protein_coding	0.0390477728292518	6.01026593010257	0.163021799765936	0.686389521054931	0.846223820956732
ENSGALG00000008740	POT1	protection of telomeres 1 [Source:NCBI gene;Acc:404538]	1	21884126	21946881	1	protein_coding	-0.318037638788521	6.34573759758162	7.86553878683016	0.00503858106550554	0.0333262761222382
ENSGALG00000036791	COA5	cytochrome c oxidase assembly factor 5 [Source:NCBI gene;Acc:769722]	1	133608232	133610582	-1	protein_coding	0.0428041385723934	6.011224047357	0.247724859020771	0.618681649721232	0.805271324283774
ENSGALG00000027122	APPL2	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2 [Source:NCBI gene;Acc:418075]	1	54211821	54244951	1	protein_coding	-0.0943291611805341	6.05972622994891	1.52798174996391	0.216415600975274	0.453812827169396
ENSGALG00000036076	UNC50	unc-50 inner nuclear membrane RNA binding protein [Source:NCBI gene;Acc:418691]	1	133610586	133613996	1	protein_coding	-0.116624322466266	5.27784146992164	1.02367314059463	0.311649311568706	0.554457078076327
ENSGALG00000030780	MGAT4A	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A [Source:NCBI gene;Acc:418692]	1	133618531	133693798	-1	protein_coding	0.683206950211321	5.25356392968836	19.6312342311642	9.39212102028682e-06	0.000152161981139167
ENSGALG00000028254	WASHC4	WASH complex subunit 4 [Source:NCBI gene;Acc:418077]	1	54247464	54284004	-1	protein_coding	-0.285661197992146	6.22013363693606	6.78279108084759	0.00920408571981909	0.0534707514292337
ENSGALG00000012691	ALDH1L2	aldehyde dehydrogenase 1 family member L2 [Source:NCBI gene;Acc:418078]	1	54291424	54319655	1	protein_coding	-0.558272844391756	4.21234530053607	21.2164226776824	4.10234317294734e-06	7.03346181128762e-05
ENSGALG00000051066			1	182537828	182537908	-1	miRNA	-0.113854498455043	-3.71432955741121	0.00858630502384727	0.926171834702631	0.968260119349946
ENSGALG00000040954	GPR37	G protein-coupled receptor 37 [Source:NCBI gene;Acc:417748]	1	21985328	21998153	1	protein_coding	0.924443148737644	3.48447262300955	32.1937669797274	1.39537683489205e-08	3.82158075582017e-07
ENSGALG00000017179	PDGFD	platelet derived growth factor D [Source:NCBI gene;Acc:418978]	1	183232405	183372535	1	protein_coding	-0.160075923448868	5.62545176705478	2.47198271406672	0.115891651084515	0.315242431982478
ENSGALG00000031527	ARL8BL	ADP-ribosylation factor-like 8B-like [Source:NCBI gene;Acc:769134]	1	22204054	22231720	-1	protein_coding	0.443403707281773	4.82347682964679	24.300451114941	8.24197575872942e-07	1.65270553526471e-05
ENSGALG00000016755	CRACDL	CRACD like [Source:HGNC Symbol;Acc:HGNC:33454]	1	133708781	133728300	-1	protein_coding	0.789638803099512	2.82294123940578	8.59208667543401	0.00337626908542565	0.0239730262277726
ENSGALG00000012694		chromosome 1 open reading frame, human C12orf45 [Source:NCBI gene;Acc:418079]	1	54320742	54323938	-1	protein_coding	-0.0163852258861803	6.09696054635687	0.0197841495289683	0.888141596272694	0.948805776565215
ENSGALG00000016757	TSGA10	testis specific 10 [Source:NCBI gene;Acc:418696]	1	133775253	133793015	-1	protein_coding	-1.60479544836741	-1.44916742152888	14.087630293759	0.000174487510533389	0.00205950603617441
ENSGALG00000012697	SLC41A2	solute carrier family 41 member 2 [Source:NCBI gene;Acc:427913]	1	54333887	54374347	1	protein_coding	0.144289519468424	4.58160022954999	1.40981483993681	0.235087133290251	0.474462666141893
ENSGALG00000008761	SPAM1	sperm adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:11217]	1	22238881	22251669	-1	protein_coding	-0.120450983298667	-2.66126421968573	0.0480725700453766	0.826451742385198	0.919596067022202
ENSGALG00000016758	LIPT1	lipoyltransferase 1 [Source:NCBI gene;Acc:418697]	1	133803189	133805089	1	protein_coding	0.0244911002950401	4.34493411449734	0.045944948859141	0.83027590061015	0.921067004452906
ENSGALG00000008776	HYAL6	hyaluronoglucosaminidase 6 [Source:NCBI gene;Acc:105667218]	1	22287864	22327497	-1	protein_coding	-0.871486725572207	-3.28639511231327	0.834202561371944	0.361060122784439	0.60190958281838
ENSGALG00000030607	CHST11	carbohydrate sulfotransferase 11 [Source:HGNC Symbol;Acc:HGNC:17422]	1	54386968	54542011	-1	protein_coding	0.63860859568711	3.92953194677422	10.2556375496279	0.00136267531917428	0.0113958564530814
ENSGALG00000008797	WASL	Wiskott-Aldrich syndrome like [Source:NCBI gene;Acc:417750]	1	22351089	22401091	1	protein_coding	0.0570944446719098	7.54682525285423	0.624111763312705	0.429523420345651	0.66506624671796
ENSGALG00000016759	MITD1	microtubule interacting and trafficking domain containing 1 [Source:NCBI gene;Acc:418698]	1	133809550	133813733	-1	protein_coding	-0.106925416529275	5.04364507608425	1.21642759257181	0.270062879458771	0.512924889491418
ENSGALG00000043257		lysozyme g-like [Source:NCBI gene;Acc:418700]	1	133819265	133823382	-1	protein_coding	-0.349649261582868	2.72983817051694	4.03426407786738	0.0445851168869932	0.168074965563254
ENSGALG00000008805	LMOD2	leiomodin 2 [Source:NCBI gene;Acc:417751]	1	22419625	22425777	-1	protein_coding	0.472200708851522	-2.9986422665011	0.369502735064582	0.543275444949922	0.753435327053894
ENSGALG00000016761	LYG2	lysozyme g2 [Source:NCBI gene;Acc:395708]	1	133828101	133831585	-1	protein_coding	-0.828206156019449	4.19510876925202	5.11049458115921	0.0237815398786119	0.108396190232016
ENSGALG00000008814	ASB15	ankyrin repeat and SOCS box containing 15 [Source:NCBI gene;Acc:417752]	1	22434929	22445383	-1	protein_coding	-0.935120877062683	-1.84859054387223	3.76078410343723	0.0524679687419409	0.187960704555996
ENSGALG00000008821	NDUFA5	NADH:ubiquinone oxidoreductase subunit A5 [Source:NCBI gene;Acc:417753]	1	22449623	22454662	1	protein_coding	-0.0836090627473265	6.00162082975954	0.701698304139507	0.40221362721126	0.640846303382197
ENSGALG00000035345	TXNRD1	thioredoxin reductase 1 [Source:NCBI gene;Acc:418082]	1	54584006	54620980	-1	protein_coding	-0.274361213699205	3.55618525117975	5.66882771130966	0.0172689926873194	0.0859239341221597
ENSGALG00000008823	IQUB	IQ motif and ubiquitin domain containing [Source:NCBI gene;Acc:417754]	1	22456440	22477009	1	protein_coding	-0.596853570095868	1.17089964823055	4.88283354075395	0.0271250555474922	0.119408750229124
ENSGALG00000054968		lysozyme g-like [Source:NCBI gene;Acc:418701]	1	133835962	133838443	-1	protein_coding	-0.535397419027349	-2.20116968465096	1.14228163655478	0.285170722003665	0.5322710053861
ENSGALG00000008836	ATP6AP1	ATPase H+ transporting accessory protein 1 [Source:NCBI gene;Acc:427854]	1	22485251	22539257	1	protein_coding	-0.588141071265407	6.55616581019697	43.198587000632	4.94563844438516e-11	1.9373734748237e-09
ENSGALG00000032090	TXNDC9	thioredoxin domain containing 9 [Source:NCBI gene;Acc:418702]	1	133848484	133859438	-1	protein_coding	-0.08887752608752	6.74552022886167	1.12244652689291	0.289392262705048	0.534864198072886
ENSGALG00000041193	NFYB	Nuclear transcription factor Y subunit beta  [Source:UniProtKB/Swiss-Prot;Acc:P25207]	1	54631916	54646904	1	protein_coding	-0.150295573517155	6.25258097974497	3.30195215905419	0.0691976009518836	0.225021137199739
ENSGALG00000008874	SLC13A1	solute carrier family 13 member 1 [Source:NCBI gene;Acc:770198]	1	22565977	22590094	1	protein_coding	0.0210598547327077	1.43244312696955	0.000436045650776151	0.98334001983879	0.993230723319248
ENSGALG00000016766	REV1	REV1, DNA directed polymerase [Source:NCBI gene;Acc:418703]	1	133893037	133946308	-1	protein_coding	-0.151215886756063	5.40786191757898	3.24015786654505	0.0718537143675011	0.230752550226394
ENSGALG00000019233		phospholipase A2 group X-like [Source:NCBI gene;Acc:418356]	1	83879170	83892733	-1	protein_coding	-0.107526701008837	-0.581115130609037	0.109517318714268	0.74069433205017	0.876523313865789
ENSGALG00000008926	CADPS2	calcium dependent secretion activator 2 [Source:NCBI gene;Acc:417756]	1	22670291	22971425	1	protein_coding	-0.16287611883753	3.53131770153075	1.52316873431782	0.217140598369779	0.454654971234951
