geneSymbol	Chromosome.scaffold.name	Gene.start..bp.	Gene.end..bp.	Strand	Gene.type	Gene.name	Gene.description	logFC	logCPM	LR	PValue	FDR
ENSCJPG00005000266	1	143796	145849	-1	protein_coding		acrosin-like [Source:NCBI gene;Acc:107318185]	0.643804817607559	-1.19026625081748	0.630255281100972	0.42726169058815	0.999994658757757
ENSCJPG00005000274	1	147842	153389	-1	protein_coding	ARSA	arylsulfatase A [Source:NCBI gene;Acc:107317603]	-0.0697142863098714	4.95677128807251	0.0257461737449347	0.872521766949345	0.999994658757757
ENSCJPG00005000277	1	154522	156005	-1	protein_coding		acrosin [Source:NCBI gene;Acc:107319775]	0.637737883305746	-2.14615579869992	0.298152896445557	0.585042712544718	0.999994658757757
ENSCJPG00005000295	1	298878	421553	1	protein_coding			-0.21979572578436	4.36339746803551	0.664085251481419	0.415121389914167	0.999994658757757
ENSCJPG00005000305	1	313422	316668	-1	protein_coding			0.396172419728106	-1.56231656825294	0.133644757336093	0.714682562767997	0.999994658757757
ENSCJPG00005000310	1	423409	457660	1	protein_coding			-0.0512894409155747	4.87637044772721	0.0335744163088521	0.8546150225321	0.999994658757757
ENSCJPG00005000311	1	468510	472293	-1	protein_coding			0.208387181949808	6.17799948965879	0.577297595630831	0.447373530912758	0.999994658757757
ENSCJPG00005000316	1	472314	476054	-1	protein_coding			0.103748910325846	7.35006027663056	0.126980629293087	0.721583399992355	0.999994658757757
ENSCJPG00005000318	1	503763	505805	-1	lncRNA			0.69817338135061	1.30751396713925	0.968319444246736	0.325099662543072	0.999994658757757
ENSCJPG00005000323	1	518428	522065	1	protein_coding	GCC1	GRIP and coiled-coil domain containing 1 [Source:NCBI gene;Acc:107306301]	-0.00934896919239457	4.53834540902234	0.00167189924528177	0.967384494815678	0.999994658757757
ENSCJPG00005000338	1	523932	549822	-1	protein_coding	DENND6B	DENN domain containing 6B [Source:NCBI gene;Acc:107307036]	0.0976277947945002	6.77317229349491	0.245103682839883	0.62054402410954	0.999994658757757
ENSCJPG00005000356	1	570574	622246	1	protein_coding	PPP6R2	protein phosphatase 6 regulatory subunit 2 [Source:NCBI gene;Acc:107307955]	-0.0475551846156004	6.47028639075522	0.0584768272082457	0.808919777500298	0.999994658757757
ENSCJPG00005000380	1	631630	681094	-1	protein_coding	SBF1	SET binding factor 1 [Source:NCBI gene;Acc:107308148]	0.0993718133597969	8.25251369861011	0.244157211114299	0.62121954979953	0.999994658757757
ENSCJPG00005000440	1	683678	689618	1	protein_coding			1.7831157131351	0.147455503537717	1.47480584058977	0.224588968406999	0.999994658757757
ENSCJPG00005000444	1	690839	693538	1	protein_coding	MIOX	myo-inositol oxygenase [Source:NCBI gene;Acc:107309062]	-0.52730710037171	-0.162961773210806	0.435083147617354	0.509505207953145	0.999994658757757
ENSCJPG00005000449	1	694174	700303	-1	protein_coding	LMF2	lipase maturation factor 2 [Source:NCBI gene;Acc:107308717]	0.0545222915584269	5.8026155135728	0.0800577030900572	0.777219228603872	0.999994658757757
ENSCJPG00005000460	1	701660	707919	1	protein_coding	NCAPH2	non-SMC condensin II complex subunit H2 [Source:HGNC Symbol;Acc:HGNC:25071]	0.601983318754785	3.8936684108521	2.06358173382114	0.150855218904562	0.999994658757757
ENSCJPG00005000464	1	708535	709278	-1	protein_coding	SCO2	protein SCO2 homolog, mitochondrial [Source:NCBI gene;Acc:107309199]	0.478878864278097	3.10103176074255	1.03163117444941	0.309775859414022	0.999994658757757
ENSCJPG00005000471	1	712535	718343	1	protein_coding	IRF5	interferon regulatory factor 5 [Source:NCBI gene;Acc:107309479]	0.990959964819923	3.20591398947097	1.29258415700242	0.255572269074452	0.999994658757757
ENSCJPG00005000477	1	720839	736871	-1	protein_coding	TNPO3	transportin 3 [Source:NCBI gene;Acc:107309307]	-0.0480156934670951	5.97125343442435	0.0573763299212615	0.810691870866346	0.999994658757757
ENSCJPG00005000486	1	748191	757014	1	protein_coding	SMO	smoothened, frizzled class receptor [Source:NCBI gene;Acc:107309414]	0.597256445134601	4.14359643999231	3.73670921372999	0.0532291812448263	0.999994658757757
ENSCJPG00005000499	1	758140	793716	1	protein_coding	AHCYL2	adenosylhomocysteinase like 2 [Source:NCBI gene;Acc:107309655]	0.0935226733565542	6.997671005051	0.190357830916502	0.662618964716749	0.999994658757757
ENSCJPG00005000517	1	767425	771296	1	protein_coding			0.141444486558047	-0.758799081396466	0.0474243996415238	0.827607198873845	0.999994658757757
ENSCJPG00005000519	1	796335	809275	1	protein_coding	STRIP2	striatin interacting protein 2 [Source:NCBI gene;Acc:107309953]	0.252723664157271	4.76413043479185	0.174002596835749	0.676578798965951	0.999994658757757
ENSCJPG00005000523	1	817599	817817	1	protein_coding	SMKR1	small lysine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:43561]	0.277871905685753	3.30110862911345	0.693061542907302	0.405124984588616	0.999994658757757
ENSCJPG00005000527	1	838607	870222	1	protein_coding	NRF1	nuclear respiratory factor 1 [Source:NCBI gene;Acc:107310257]	0.0157964568105742	2.84473033933503	0.00188402657051512	0.965378393187676	0.999994658757757
ENSCJPG00005000542	1	887241	917379	-1	protein_coding	UBE2H	ubiquitin conjugating enzyme E2 H [Source:NCBI gene;Acc:107310504]	0.0123760317846697	6.80915658160617	0.00387405691031972	0.950370177901648	0.999994658757757
ENSCJPG00005000551	1	926300	934675	-1	protein_coding	ZC3HC1	zinc finger C3HC-type containing 1 [Source:NCBI gene;Acc:107310433]	0.036062547126637	3.85798397850931	0.0189658420618125	0.890464456478362	0.999994658757757
ENSCJPG00005000554	1	935030	945694	1	protein_coding	KLHDC10	kelch domain containing 10 [Source:NCBI gene;Acc:107310867]	-0.0232603450544529	5.18581477302126	0.0114873763056522	0.914646833412031	0.999994658757757
ENSCJPG00005000558	1	956643	965931	-1	protein_coding	TMEM209	transmembrane protein 209 [Source:NCBI gene;Acc:107310928]	0.0830181478503626	5.53138241753541	0.151093931204105	0.697492142856543	0.999994658757757
ENSCJPG00005000563	1	970656	978213	1	protein_coding	CPA2	carboxypeptidase A2-like [Source:NCBI gene;Acc:107311052]	0.424651532556274	0.137270011032217	0.297446593277686	0.585487623152035	0.999994658757757
ENSCJPG00005000571	1	980633	984263	1	protein_coding		carboxypeptidase A1-like [Source:NCBI gene;Acc:107310992]	-0.671449174200467	-0.754383238667403	1.09066017844824	0.296324980965925	0.999994658757757
ENSCJPG00005000583	1	985212	988202	1	protein_coding	CPA1	carboxypeptidase A1-like [Source:NCBI gene;Acc:107311154]	0.727119507279735	-1.03394211393056	0.878719388719091	0.348552668515689	0.999994658757757
ENSCJPG00005000597	1	989703	996342	-1	protein_coding	CEP41	centrosomal protein 41 [Source:NCBI gene;Acc:107324602]	0.014327474715899	3.86609347916091	0.00263032750392433	0.959097051205367	0.999994658757757
ENSCJPG00005000602	1	998769	1002110	1	protein_coding	MEST	mesoderm specific transcript [Source:NCBI gene;Acc:107311588]	0.0887122287565717	1.92916614680866	0.0398639298802785	0.8417468629549	0.999994658757757
ENSCJPG00005000679	1	999567	1018678	-1	protein_coding	COPG2	coatomer protein complex subunit gamma 2 [Source:NCBI gene;Acc:107311793]	0.00117860604587302	6.46884871157848	3.32922243337919e-05	0.995396278345194	0.999994658757757
ENSCJPG00005004000	1	1029223	1035619	1	protein_coding			-0.180769718221358	2.27240607384642	0.275569342293573	0.599620042238759	0.999994658757757
ENSCJPG00005004003	1	1035645	1053239	-1	protein_coding	FBH1	F-box DNA helicase 1 [Source:NCBI gene;Acc:107311231]	-0.0848881007981232	5.32989722559723	0.16312611006494	0.686294540675328	0.999994658757757
ENSCJPG00005004014	1	1056821	1069944	1	protein_coding	ANKRD16	ankyrin repeat domain 16 [Source:NCBI gene;Acc:107311493]	0.0682543289767013	2.5849384418867	0.0307188361029205	0.860869134908707	0.999994658757757
ENSCJPG00005004015	1	1072962	1085059	1	protein_coding		GDP dissociation inhibitor 2 [Source:NCBI gene;Acc:107311926]	0.0607354874763253	9.61619781975528	0.105069852230791	0.745828409842967	0.999994658757757
ENSCJPG00005004018	1	1087902	1114668	-1	protein_coding	TASOR2	transcription activation suppressor family member 2 [Source:NCBI gene;Acc:107311861]	-0.153084628462729	5.64890083608171	0.485883910723707	0.485769165554914	0.999994658757757
ENSCJPG00005004022	1	1120431	1126407	1	protein_coding	ASB13	ankyrin repeat and SOCS box containing 13 [Source:NCBI gene;Acc:107312085]	0.0321958438890903	4.03435488438835	0.0162166696997708	0.898667591853646	0.999994658757757
ENSCJPG00005004026	1	1129990	1132110	-1	protein_coding			-0.246760264927144	-0.614593807988838	0.105725257936243	0.745064365102397	0.999994658757757
ENSCJPG00005004043	1	1136219	1145868	-1	protein_coding	NET1	neuroepithelial cell transforming 1 [Source:NCBI gene;Acc:107311988]	-0.087556608156632	6.17519093457602	0.147805198650591	0.700641674752594	0.999994658757757
ENSCJPG00005004051	1	1194406	1197900	1	protein_coding		tubulin alpha-8 chain-like [Source:NCBI gene;Acc:107312307]	-0.0497054273298387	1.03870295796577	0.0137328527994538	0.906711666145476	0.999994658757757
ENSCJPG00005004065	1	1198101	1203021	-1	protein_coding		tubulin alpha-3 chain [Source:NCBI gene;Acc:107312375]	0.937461649406049	-0.972795340877332	1.25115699033019	0.2633316134146	0.999994658757757
ENSCJPG00005004068	1	1208618	1209079	-1	protein_coding	UCN3	urocortin 3 [Source:NCBI gene;Acc:107312476]	1.27367122735685	1.31835724695413	0.841550308631994	0.358953757918889	0.999994658757757
ENSCJPG00005004069	1	1266790	1269053	-1	lncRNA			0.359192515707495	-2.23266281260708	0.0708520292413679	0.790100242640242	0.999994658757757
ENSCJPG00005004070	1	1270801	1274221	-1	lncRNA			-0.714500576972294	-2.22829738798704	0.339970990826921	0.559845967038773	0.999994658757757
ENSCJPG00005004071	1	1274721	1275682	-1	lncRNA			-0.261410605080257	-2.49851512912306	0.0248157226324155	0.874827112108838	0.999994658757757
ENSCJPG00005004073	1	1280155	1289839	-1	protein_coding			-0.764504806672887	-1.43183417510687	0.674023013620966	0.41165250770933	0.999994658757757
ENSCJPG00005004085	1	1321800	1332100	1	protein_coding	SLC35B4	solute carrier family 35 member B4 [Source:NCBI gene;Acc:107312714]	-0.152764627546681	6.30916954422747	0.660168184114471	0.416500574244845	0.999994658757757
ENSCJPG00005004087	1	1338384	1382920	-1	protein_coding	LRGUK	leucine rich repeats and guanylate kinase domain containing [Source:NCBI gene;Acc:107312603]	-0.285964747099463	2.09877669782676	0.241612464591494	0.623043925928103	0.999994658757757
ENSCJPG00005004097	1	1387776	1755624	-1	protein_coding	EXOC4	exocyst complex component 4 [Source:HGNC Symbol;Acc:HGNC:30389]	-0.112222170063971	7.20241542427017	0.281389715346666	0.595791791536502	0.999994658757757
ENSCJPG00005004101	1	1801579	2002922	1	protein_coding	CHCHD3	coiled-coil-helix-coiled-coil-helix domain containing 3 [Source:NCBI gene;Acc:107313330]	-0.138859154217606	6.19444381159288	0.339420882423596	0.560163690422164	0.999994658757757
ENSCJPG00005004128	1	2075750	2442328	1	protein_coding	PLXNA4	plexin A4 [Source:NCBI gene;Acc:107313179]	-0.279469628854413	5.89725047437566	0.434185312751936	0.509942392722036	0.999994658757757
ENSCJPG00005004134	1	2518660	2521056	-1	protein_coding			1.77315200684537	-2.61286178129428	1.14895999862022	0.283766964168143	0.999994658757757
ENSCJPG00005004135	1	2643369	2655766	-1	lncRNA			-2.77398792675611	-2.5029204089843	2.90154926128843	0.0884944617898577	0.999994658757757
ENSCJPG00005004136	1	2732540	2736818	-1	lncRNA			-0.86040747045191	-0.395394281089071	0.713815064210862	0.398180204939278	0.999994658757757
ENSCJPG00005004151	1	2744743	2780356	1	protein_coding		podocalyxin like [Source:NCBI gene;Acc:107313928]	0.0265965475154172	6.7977820364166	0.0134484666978114	0.907678279935479	0.999994658757757
ENSCJPG00005004154	1	2790020	2883356	-1	protein_coding	MKLN1	muskelin 1 [Source:NCBI gene;Acc:107313806]	-0.0959597846185474	5.51266385163223	0.204886334491114	0.650805313778392	0.999994658757757
ENSCJPG00005004156	1	3045482	3065747	1	lncRNA			0.0720959188632698	0.552989443412492	0.0207930287520286	0.885344214540028	0.999994658757757
ENSCJPG00005004157	1	3049924	3050012	1	miRNA	MIR29A	microRNA 29a [Source:HGNC Symbol;Acc:HGNC:31616]	1.77315200684537	-2.61286178129428	1.14895999862022	0.283766964168143	0.999994658757757
ENSCJPG00005004162	1	3081550	3085734	1	protein_coding		endonuclease domain-containing 1 protein-like [Source:NCBI gene;Acc:107314934]	0.327035566421433	2.10980321720967	0.685798154528858	0.407597271897558	0.999994658757757
ENSCJPG00005004164	1	3091267	3103020	-1	protein_coding		interleukin-2 receptor subunit alpha-like [Source:NCBI gene;Acc:107315066]	-0.00569425219827046	-1.79576446826567	4.92438648014293e-05	0.994400972993976	0.999994658757757
ENSCJPG00005004165	1	3119618	3133122	1	protein_coding	RBM17	RNA binding motif protein 17 [Source:NCBI gene;Acc:107314772]	0.101578686118246	6.15225534076346	0.255729734450112	0.613069181198623	0.999994658757757
ENSCJPG00005004174	1	3144462	3180502	1	protein_coding	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:NCBI gene;Acc:107314509]	-0.0694102493973417	7.25099254578022	0.0514545427723903	0.820551317511394	0.999994658757757
ENSCJPG00005004179	1	3250336	3295310	-1	protein_coding	PRKCQ	protein kinase C theta [Source:NCBI gene;Acc:107315299]	0.525836378347739	4.48640482642239	2.24775756872164	0.133808182299577	0.999994658757757
ENSCJPG00005004190	1	3297517	3328059	-1	lncRNA			0.400340685597741	0.0260983463760962	0.104829737351363	0.746108984770925	0.999994658757757
ENSCJPG00005004196	1	3465878	3551588	-1	protein_coding	SFMBT2	Scm like with four mbt domains 2 [Source:NCBI gene;Acc:107315417]	0.30729378219505	6.38662410501011	0.496985680641503	0.480827590683821	0.999994658757757
ENSCJPG00005004202	1	3578709	3606175	1	protein_coding		store-operated calcium entry regulator STIMATE-like [Source:NCBI gene;Acc:107315547]	-0.368410481644546	0.220956588779944	0.614004165709855	0.433284142047987	0.999994658757757
ENSCJPG00005004205	1	3609542	3650215	-1	protein_coding	ITIH5	inter-alpha-trypsin inhibitor heavy chain 5 [Source:NCBI gene;Acc:107315475]	0.125620134073916	5.48637728941969	0.230745110328535	0.630971890000432	0.999994658757757
ENSCJPG00005004214	1	3656472	3677809	1	protein_coding	ITIH2	inter-alpha-trypsin inhibitor heavy chain 2 [Source:NCBI gene;Acc:107315650]	0.195280215032553	4.30877999145978	0.136462155979711	0.711823751378554	0.999994658757757
ENSCJPG00005004216	1	3678897	3691209	-1	protein_coding	KIN	Kin17 DNA and RNA binding protein [Source:NCBI gene;Acc:107315708]	0.108754186445486	4.89810115025261	0.193156899154757	0.660302043644167	0.999994658757757
ENSCJPG00005004221	1	3691252	3696775	1	protein_coding	ATP5F1C	ATP synthase F1 subunit gamma [Source:NCBI gene;Acc:107315811]	-0.00956353886355431	8.23491075987038	0.00219740538282309	0.962611665174005	0.999994658757757
ENSCJPG00005004223	1	3698185	3805253	1	protein_coding	TAF3	TATA-box binding protein associated factor 3 [Source:NCBI gene;Acc:107315873]	0.00345131100267173	5.76679595117564	0.000318967639151069	0.985750806427664	0.999994658757757
ENSCJPG00005004226	1	3836083	3855713	1	protein_coding	GATA3	GATA binding protein 3 [Source:NCBI gene;Acc:107315979]	1.01250561706748	4.06547509603571	0.653604961827041	0.418826752667758	0.999994658757757
ENSCJPG00005004236	1	4435414	4497154	-1	lncRNA			-0.127843606120764	-2.00891835480689	0.0136934760145682	0.906844896693606	0.999994658757757
ENSCJPG00005004237	1	4735135	4826440	1	lncRNA			0.385186911399292	4.005593016686	0.46257373629108	0.496423584255262	0.999994658757757
ENSCJPG00005004241	1	4835893	4844392	-1	lncRNA			-1.41437955795468	-1.80771479774938	1.54094430850005	0.21447730145578	0.999994658757757
ENSCJPG00005004245	1	5081667	5333836	1	protein_coding	CELF2	CUGBP Elav-like family member 2 [Source:NCBI gene;Acc:107316324]	-0.036732891913746	6.92549536768193	0.0103519160954306	0.918959585548951	0.999994658757757
ENSCJPG00005004251	1	5397637	5486494	-1	protein_coding	USP6NL	USP6 N-terminal like [Source:NCBI gene;Acc:107316856]	0.210077945090227	6.33708077735691	0.488270978758264	0.484699596602236	0.999994658757757
ENSCJPG00005004257	1	5504667	5507652	1	protein_coding	ECHDC3	enoyl-CoA hydratase domain containing 3 [Source:NCBI gene;Acc:107317022]	-0.295946119291214	3.25310374485005	0.626850038391638	0.428513100081354	0.999994658757757
ENSCJPG00005004259	1	5532966	5545563	1	protein_coding	PROSER2	proline and serine rich 2 [Source:NCBI gene;Acc:107317253]	-0.328006531326291	5.10466655321679	0.490794476631642	0.483573120535841	0.999994658757757
ENSCJPG00005004260	1	5552280	5595779	-1	protein_coding	UPF2	UPF2 regulator of nonsense mediated mRNA decay [Source:NCBI gene;Acc:107317075]	-0.0934277371446179	7.11874265580426	0.23442732015527	0.628260292978923	0.999994658757757
ENSCJPG00005004273	1	5602111	5616894	1	protein_coding	DHTKD1	dehydrogenase E1 and transketolase domain containing 1 [Source:NCBI gene;Acc:107317305]	0.0225624823492489	4.51725099111127	0.00936120731641576	0.922922285390709	0.999994658757757
ENSCJPG00005004471	1	5619770	5634325	1	protein_coding	SEC61A2	SEC61 translocon alpha 2 subunit [Source:NCBI gene;Acc:107317364]	0.0189554908281455	6.73623862967662	0.00854376258985567	0.926354437876586	0.999994658757757
ENSCJPG00005004472	1	5635979	5646381	-1	protein_coding	NUDT5	nudix hydrolase 5 [Source:NCBI gene;Acc:107317497]	-0.0973615953201757	3.27644960375631	0.0970384908395943	0.755412928812167	0.999994658757757
ENSCJPG00005004475	1	5646358	5677299	1	protein_coding	CDC123	cell division cycle 123 [Source:NCBI gene;Acc:107317448]	-0.00790393290480417	5.72157854775421	0.00143925934241551	0.969737456757841	0.999994658757757
ENSCJPG00005004517	1	5703786	5902218	1	protein_coding	CAMK1D	calcium/calmodulin dependent protein kinase ID [Source:NCBI gene;Acc:107317642]	-0.141678035231902	6.78609221185244	0.181622885348553	0.669982252229022	0.999994658757757
ENSCJPG00005004518	1	5912565	5913948	1	lncRNA			0.560010233335517	-2.39906416105745	0.143555601661316	0.70477154021997	0.999994658757757
ENSCJPG00005004519	1	5920607	5955219	-1	protein_coding	CCDC3	coiled-coil domain containing 3 [Source:NCBI gene;Acc:107317800]	-0.145551903797332	1.86424327711906	0.0856008695024881	0.769846059799199	0.999994658757757
ENSCJPG00005004520	1	5975483	5990272	1	protein_coding	OPTN	optineurin [Source:NCBI gene;Acc:107318043]	0.0848350564509516	7.5233589858553	0.196554548259611	0.657516407821078	0.999994658757757
ENSCJPG00005004521	1	5993585	6005689	1	protein_coding	MCM10	minichromosome maintenance 10 replication initiation factor [Source:NCBI gene;Acc:107317863]	-0.503005880431351	3.13402533125452	0.968685004409024	0.325008354079733	0.999994658757757
ENSCJPG00005004524	1	6009256	6020334	-1	protein_coding	PHYH	phytanoyl-CoA 2-hydroxylase [Source:NCBI gene;Acc:107318471]	0.186134202574045	5.67648815963323	0.477931822755838	0.489360612364793	0.999994658757757
ENSCJPG00005004635	1	6023236	6046061	-1	protein_coding	SEPHS1	selenophosphate synthetase 1 [Source:NCBI gene;Acc:107318277]	-0.0262673216278946	5.79378163579445	0.0108893024545811	0.916890155484336	0.999994658757757
ENSCJPG00005004636	1	6057105	6100158	-1	protein_coding		BEN domain containing 7 [Source:NCBI gene;Acc:107318373]	0.14013966819667	5.23238382197324	0.255796829792473	0.613022607036466	0.999994658757757
ENSCJPG00005004637	1	6110229	6126773	1	protein_coding		pre-mRNA processing factor 18 [Source:NCBI gene;Acc:107318877]	0.160391267893513	6.30172215054001	0.66653163677577	0.414263456062054	0.999994658757757
ENSCJPG00005004644	1	6129914	6314584	-1	protein_coding	FRMD4A	FERM domain containing 4A [Source:NCBI gene;Acc:107318558]	0.170146045490718	6.51616667205834	0.630748772225498	0.42708079232128	0.999994658757757
ENSCJPG00005004649	1	6408481	6410499	1	lncRNA			0.530153517214136	-2.40375442742782	0.131124475131762	0.717268981910867	0.999994658757757
ENSCJPG00005004650	1	6504063	6553243	-1	protein_coding	FAM107B	family with sequence similarity 107 member B [Source:NCBI gene;Acc:107319018]	-0.120820755787722	4.057851967304	0.21179078829971	0.645367408813438	0.999994658757757
ENSCJPG00005004677	1	6577499	6598977	-1	protein_coding			2.54070239514935	-2.50811126073882	2.20808242495771	0.137289229537944	0.999994658757757
ENSCJPG00005004679	1	6614754	6622883	1	protein_coding		heat shock protein family A (Hsp70) member 14 [Source:NCBI gene;Acc:107319297]	0.117986910284713	5.17912037274013	0.260504143292373	0.60977401303312	0.999994658757757
ENSCJPG00005004689	1	6624874	6630543	1	protein_coding	SUV39H2	suppressor of variegation 3-9 homolog 2 [Source:NCBI gene;Acc:107319605]	-0.0997407014847833	5.09725698493648	0.225053848715909	0.635215828699927	0.999994658757757
ENSCJPG00005004690	1	6634362	6642884	-1	protein_coding	DCLRE1C	DNA cross-link repair 1C [Source:NCBI gene;Acc:107319508]	-0.0297490380390382	2.85904656966377	0.00593891251538992	0.938572361081867	0.999994658757757
ENSCJPG00005004691	1	6646356	6648203	1	protein_coding	MEIG1	meiosis/spermiogenesis associated 1 [Source:NCBI gene;Acc:107319726]	-1.07125189436014	1.11390206879573	3.30943142844889	0.0688833209945745	0.999994658757757
ENSCJPG00005004692	1	6655635	6659980	1	protein_coding	TMEM243	transmembrane protein 243 [Source:NCBI gene;Acc:107319887]	0.0311240648017876	3.52887725930653	0.00789162807643251	0.929213172049127	0.999994658757757
ENSCJPG00005004693	1	6659139	6685026	-1	protein_coding	DMTF1	cyclin D binding myb like transcription factor 1 [Source:NCBI gene;Acc:107319357]	-0.0483428129148676	5.91544930796503	0.0606869389312896	0.805413481467982	0.999994658757757
ENSCJPG00005004696	1	6672203	6672357	-1	misc_RNA			0.647605820056855	-0.414561504747422	0.807201029986489	0.36894906305458	0.999994658757757
ENSCJPG00005004699	1	6716203	6797679	1	protein_coding	KIAA1324L	KIAA1324 like [Source:NCBI gene;Acc:107320021]	-0.231409911023269	7.05870323642727	1.11371471642261	0.291275874813689	0.999994658757757
ENSCJPG00005004710	1	6805400	6871972	-1	protein_coding	GRM3	glutamate metabotropic receptor 3 [Source:NCBI gene;Acc:107320082]	0.446283015316458	7.68436660720271	0.75849115059512	0.383801126042038	0.999994658757757
ENSCJPG00005004713	1	7159435	7162920	1	lncRNA			-1.14135769385496	-1.81378963276657	0.339389149486036	0.560182028776173	0.999994658757757
ENSCJPG00005004721	1	7477874	7574243	1	protein_coding	SEMA3D	semaphorin 3D [Source:NCBI gene;Acc:107320216]	0.447170480784654	5.31540235889031	2.43771580694291	0.118448594392517	0.999994658757757
ENSCJPG00005004965	1	7778239	7794086	-1	lncRNA			-1.94209052720406	-2.61472855711056	1.49211709645558	0.221888270718084	0.999994658757757
ENSCJPG00005004970	1	7853197	8091097	1	protein_coding	SEMA3A	semaphorin 3A [Source:NCBI gene;Acc:107320283]	-0.511498908178048	5.41651760581929	0.806070432427845	0.369284584824835	0.999994658757757
ENSCJPG00005004976	1	8375587	8385118	-1	lncRNA			1.77315200684537	-2.61286178129428	1.14895999862022	0.283766964168143	0.999994658757757
ENSCJPG00005004978	1	8484316	8603965	1	protein_coding	SEMA3E	semaphorin 3E [Source:NCBI gene;Acc:107322482]	0.413784750823759	5.38718644259565	0.997663242834305	0.317876596092837	0.999994658757757
ENSCJPG00005004987	1	8685688	8988144	1	protein_coding	PCLO	piccolo presynaptic cytomatrix protein [Source:NCBI gene;Acc:107322076]	-0.165478756420127	8.56128270457548	0.501926023109277	0.478655064653774	0.999994658757757
ENSCJPG00005005011	1	9140331	9461849	1	protein_coding	CACNA2D1	calcium voltage-gated channel auxiliary subunit alpha2delta 1 [Source:NCBI gene;Acc:107321641]	-0.169724423179135	7.5852494481355	0.180629415630051	0.670832887800009	0.999994658757757
ENSCJPG00005005049	1	9526075	9586399	1	protein_coding	HGF	hepatocyte growth factor [Source:NCBI gene;Acc:107321440]	0.856816481556401	2.15557412070072	3.00560516348377	0.082976985482732	0.999994658757757
ENSCJPG00005005056	1	9622392	9702053	-1	lncRNA			2.54070239514935	-2.50811126073882	2.20808242495771	0.137289229537944	0.999994658757757
ENSCJPG00005005085	1	9867095	10014131	1	protein_coding	SEMA3C	semaphorin 3C [Source:NCBI gene;Acc:107321267]	0.245792110185426	3.96491690436853	0.584116897443117	0.444703137885975	0.999994658757757
ENSCJPG00005005096	1	10036329	10072027	-1	protein_coding	CD36	CD36 molecule [Source:NCBI gene;Acc:107321009]	0.730480012095376	0.180362140612966	1.66927337149184	0.196355888623164	0.999994658757757
ENSCJPG00005005106	1	10108320	10138523	1	protein_coding	GNAT3	guanine nucleotide-binding protein G(t) subunit alpha-3-like [Source:NCBI gene;Acc:107320613]	1.77143422736805	-2.61311428940883	1.14790168694268	0.283988831145498	0.999994658757757
ENSCJPG00005005114	1	10212822	10243551	-1	protein_coding	GNAI1	guanine nucleotide-binding protein G(i) subunit alpha-1 [Source:NCBI gene;Acc:107320948]	0.00154983804006335	6.99805195783628	4.87185996185246e-05	0.994430913887164	0.999994658757757
ENSCJPG00005005115	1	10262417	10332739	1	lncRNA			0.136877196383723	-1.71171022054207	0.0178738049099421	0.893645380111174	0.999994658757757
