Gene stable ID	Gene name	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene type	logFC	logCPM	LR	PValue	FDR
ENSGALG00000000208	MCC	mutated in colorectal cancers [Source:NCBI gene;Acc:415603]	Z	45855483	46033418	1	protein_coding	0.351313206971921	2.9431227107583	1.92264314885383	0.165565573839476	0.27675864016124
ENSGALG00000000209	PRNP	prion protein [Source:NCBI gene;Acc:396452]	22	577317	581857	-1	protein_coding	0.518064453791942	5.03541592539841	19.1314864137807	1.2201528096953e-05	9.43742459311887e-05
ENSGALG00000000215	DCP2	decapping mRNA 2 [Source:NCBI gene;Acc:769972]	Z	46038892	46065354	-1	protein_coding	0.792462909430519	5.48771956296165	60.7364495312397	6.52507210900311e-15	1.5927107829703e-13
ENSGALG00000000218	SRP19	signal recognition particle 19 [Source:NCBI gene;Acc:770061]	Z	46094705	46101520	-1	protein_coding	1.04179896208103	6.93535401561857	279.167435436991	1.14032154062607e-62	1.27573472357542e-60
ENSGALG00000000220	APC	APC, WNT signaling pathway regulator [Source:NCBI gene;Acc:415607]	Z	46112427	46200441	-1	protein_coding	0.337016292728158	4.87655122426557	7.25957806348702	0.00705238584149655	0.0231983534265461
ENSGALG00000000223	TMEM183A	transmembrane protein 183A [Source:NCBI gene;Acc:421156]	26	923122	934781	-1	protein_coding	-0.11591984442186	6.88093108661156	3.41176032773721	0.0647333577816607	0.134605278330113
ENSGALG00000000225	MGAT4C	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme C (putative) [Source:NCBI gene;Acc:395415]	26	915271	920488	-1	protein_coding	-0.447555726040727	1.55453099596677	0.954796929384054	0.328501278444835	0.456478949542304
ENSGALG00000000226	TMEM9	transmembrane protein 9 [Source:NCBI gene;Acc:421157]	26	910864	914096	1	protein_coding	-1.57522875801397	0.473611416475269	3.00237752886762	0.0831424240473188	0.161913919794499
ENSGALG00000000227	DPYSL2	dihydropyrimidinase like 2 [Source:NCBI gene;Acc:395155]	22	605206	646892	-1	protein_coding	-0.261823911107665	6.21491355055276	10.9442002736689	0.000938970659038842	0.00419141516129558
ENSGALG00000000234	EPB41L4A	erythrocyte membrane protein band 4.1 like 4A [Source:NCBI gene;Acc:415608]	Z	46272436	46396602	1	protein_coding	-0.00341916411069323	0.631158902657166	2.10452268936123e-05	0.996339711272555	0.997454957909205
ENSGALG00000000235	PPP2R2A	protein phosphatase 2 regulatory subunit Balpha [Source:NCBI gene;Acc:419523]	22	688378	726427	-1	protein_coding	-0.123440690069289	6.28089185819921	2.56570324912338	0.109203985429411	0.20176970928904
ENSGALG00000000241	STARD4	StAR related lipid transfer domain containing 4 [Source:NCBI gene;Acc:769322]	Z	46594962	46603606	1	protein_coding	0.603507849211982	3.43856809167952	8.19690154770785	0.00419619905662901	0.0151806621680277
ENSGALG00000000242	EBF2	early B-cell factor 2 [Source:NCBI gene;Acc:395176]	22	736997	875384	1	protein_coding	-3.98865495952773	0.358130994875391	9.92282546155922	0.00163241594557695	0.00674013300071098
ENSGALG00000000243	RDM1	RAD52 motif containing 1 [Source:NCBI gene;Acc:395228]	27	4030006	4034840	-1	protein_coding	0.119348881638128	4.596574040906	0.745311819831182	0.387964607787665	0.516004939645761
ENSGALG00000000244	CAMK4	calcium/calmodulin dependent protein kinase IV [Source:NCBI gene;Acc:723973]	Z	46616371	46782893	-1	protein_coding	0.184974084849474	2.51465179784771	0.381314950794919	0.536900335809393	0.655528031154756
ENSGALG00000000247	WDR36	WD repeat domain 36 [Source:NCBI gene;Acc:415609]	Z	46811852	46841797	-1	protein_coding	0.873301306443704	4.98529729957614	51.5917821709384	6.83269846202328e-13	1.41940389713985e-11
ENSGALG00000000249	GH	growth hormone [Source:NCBI gene;Acc:378781]	27	4034905	4038410	-1	protein_coding	2.41342666020731	-0.0568940365985481	3.08720506688633	0.0789102394347555	0.155532400375434
ENSGALG00000000253	SLC25A46	solute carrier family 25 member 46 [Source:NCBI gene;Acc:415610]	Z	46908349	46922477	-1	protein_coding	2.00144267509199	2.16555387683303	28.6357322199747	8.73552604827022e-08	9.73231843967035e-07
ENSGALG00000000255	MAN2A1	mannosidase alpha class 2A member 1 [Source:NCBI gene;Acc:415611]	Z	47239613	47357106	-1	protein_coding	0.810596774605288	1.88172180074095	4.26874975372023	0.0388194827483298	0.0903992291233873
ENSGALG00000000259	PSMF1	proteasome inhibitor subunit 1 [Source:NCBI gene;Acc:430115]	20	9867069	9873205	-1	protein_coding	-0.0291916241378866	5.92291126094364	0.112540858525054	0.737269742233219	0.823322629739628
ENSGALG00000000264		praja ring finger ubiquitin ligase 2 [Source:NCBI gene;Acc:415612]	Z	47448939	47484723	1	protein_coding	0.500868803218783	1.26503775021926	0.931827189883078	0.334388580608321	0.462502583296478
ENSGALG00000000273	FER	fer (fps/fes related) tyrosine kinase [Source:NCBI gene;Acc:415614]	Z	47527109	47681655	-1	protein_coding	0.318809225137786	3.06781794791735	1.74166345742813	0.186928193654626	0.304783482594608
ENSGALG00000000275	KCTD9	potassium channel tetramerization domain containing 9 [Source:NCBI gene;Acc:419526]	22	962634	970983	1	protein_coding	0.132697981201582	3.93306763948675	0.572179844826692	0.449394002056567	0.574719169098301
ENSGALG00000000277	GnRH-I	gonadotropin releasing hormone 1 [Source:NCBI gene;Acc:770134]	22	973156	976774	1	protein_coding	-1.41517805543684	0.165492497640269	1.50126994735458	0.220476063138126	0.339732781036968
ENSGALG00000000280	EFNA5	ephrin A5 [Source:NCBI gene;Acc:396100]	Z	48131380	48335018	1	protein_coding	0.64658777570504	2.35816482477291	4.08119644923218	0.0433629437395891	0.0988785596100183
ENSGALG00000000284	HOXB4	homeobox B4 [Source:NCBI gene;Acc:396230]	27	6243545	6248818	1	protein_coding	1.5110575829888	1.13074753942185	6.81870833611738	0.00902077886468224	0.0286806290724355
ENSGALG00000000296	PCNX1	pecanex homolog 1 (Drosophila) [Source:NCBI gene;Acc:426230]	5	27422449	27504335	-1	protein_coding	-0.799519035100775	3.4665992554089	13.7800030490765	0.000205512100201932	0.00112669727216373
ENSGALG00000000311	DOCK5	dedicator of cytokinesis 5 [Source:NCBI gene;Acc:419527]	22	981447	1052989	-1	protein_coding	0.666792602597328	0.165497603768841	0.38162877211731	0.536732831606155	0.655430439848302
ENSGALG00000000313	TNNI1	troponin I type 1 (skeletal, slow) [Source:NCBI gene;Acc:421161]	26	790416	794166	1	protein_coding	1.46391301347277	1.77321181053996	11.8936417405169	0.000563258866777512	0.00270909101172883
ENSGALG00000000314	NEFL	neurofilament light [Source:HGNC Symbol;Acc:HGNC:7739]	22	1089882	1108097	1	protein_coding	-1.82609369461307	1.19942431583505	9.13010729120786	0.0025143697380697	0.00982338892656425
ENSGALG00000000317	NEFM	neurofilament, medium polypeptide [Source:NCBI gene;Acc:396206]	22	1098617	1103124	-1	protein_coding	-0.468289461637276	6.26072279475883	35.5629601391668	2.46938620643286e-09	3.38712744024123e-08
ENSGALG00000000318	CSRP1	cysteine and glycine rich protein 1 [Source:NCBI gene;Acc:396176]	26	776660	782042	1	protein_coding	-0.0404474031504669	5.24076719618947	0.134259488103229	0.714055901006808	0.803368989819099
ENSGALG00000000329	AHCYL1	adenosylhomocysteinase like 1 [Source:NCBI gene;Acc:419803]	26	1296534	1317744	1	protein_coding	0.105220165128322	5.38054152886992	1.00650691105048	0.315741131785882	0.44154423898182
ENSGALG00000000336	PPP1R12B	protein phosphatase 1 regulatory subunit 12B [Source:HGNC Symbol;Acc:HGNC:7619]	26	686280	770677	-1	protein_coding	-1.85154633122549	1.6557895361326	14.4396800039192	0.000144720674656486	0.000827635807140924
ENSGALG00000000349	PSMC5	proteasome 26S subunit, ATPase 5 [Source:NCBI gene;Acc:428274]	27	4119715	4123304	1	protein_coding	-0.014565324612345	7.55123432542443	0.0849807579369437	0.770657784689818	0.848093747404454
ENSGALG00000000352	TIMM44	translocase of inner mitochondrial membrane 44 [Source:NCBI gene;Acc:420053]	28	582246	604742	-1	protein_coding	0.0709574944356947	8.32818392092284	3.37294121432342	0.0662753362353089	0.137359535153844
ENSGALG00000000367	ASIC2	acid sensing ion channel subunit 2 [Source:NCBI gene;Acc:419945]	27	4187017	4266979	-1	protein_coding	-0.576771175989307	0.0211051151405458	0.205413401053943	0.650386334749477	0.751415271339341
ENSGALG00000000374	RNPEP	arginyl aminopeptidase [Source:NCBI gene;Acc:421165]	26	617184	633046	-1	protein_coding	-0.160840245879367	4.23258288234077	1.03262691158259	0.309542479314109	0.435704313349068
ENSGALG00000000377	HNRNPM	heterogeneous nuclear ribonucleoprotein M [Source:NCBI gene;Acc:420054]	28	604711	629778	-1	protein_coding	0.36237335469503	5.2591185854725	10.9839354149864	0.000919050604989111	0.00411275145732627
ENSGALG00000000378	SLC25A37	solute carrier family 25 (mitochondrial iron transporter), member 37 [Source:NCBI gene;Acc:419530]	22	1324249	1333078	-1	protein_coding	-0.40983965723735	5.52791042252016	16.4752698576165	4.92888025450758e-05	0.000325961662151548
ENSGALG00000000379	ITGB3	integrin subunit beta 3 [Source:NCBI gene;Acc:374209]	27	4721958	4738989	1	protein_coding	0.549143375768909	4.44923665834986	14.1739194290708	0.000166664689807976	0.000940114899442049
ENSGALG00000000390	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4 [Source:NCBI gene;Acc:419531]	22	1337732	1346169	1	protein_coding	0.115533014854678	3.06780756645406	0.228311107753372	0.632778954069856	0.737498205828568
ENSGALG00000000394	SLC6A17	solute carrier family 6 member 17 [Source:NCBI gene;Acc:419805]	26	1352712	1360431	1	protein_coding	3.27124196317454	0.0951123842457479	6.17430146469018	0.0129619077288648	0.0375941840106969
ENSGALG00000000396	METTL2B	methyltransferase like 2B [Source:NCBI gene;Acc:419948]	27	4751454	4764142	1	protein_coding	0.0363352797706732	4.84732578623526	0.0823542717605001	0.774131968029049	0.851077626843279
ENSGALG00000000399	DUSP28	dual specificity phosphatase 28 [Source:NCBI gene;Acc:430912]	9	2860218	2863677	-1	protein_coding	5.39609546569927	0.902488370632761	29.3238993726628	6.1235771798173e-08	7.0024546910337e-07
ENSGALG00000000400	KCNC4	potassium voltage-gated channel, Shaw-related subfamily, member 4 [Source:NCBI gene;Acc:419806]	26	1366688	1389976	1	protein_coding	2.28983485530195	0.296748154588104	4.76022479617543	0.0291247440406199	0.0721069552797545
ENSGALG00000000401	RBM15	RNA binding motif protein 15 [Source:NCBI gene;Acc:100859595]	26	1400047	1402914	1	protein_coding	0.175047366832254	0.0951062634248912	0.0229587035909198	0.879564511829853	0.918906618364659
ENSGALG00000000402	LOXL2	lysyl oxidase like 2 [Source:NCBI gene;Acc:419533]	22	1351044	1386815	1	protein_coding	1.43096157332862	3.23271290597899	36.8802725386325	1.25610500847253e-09	1.78080016305959e-08
ENSGALG00000000404	COPS2	COP9 signalosome subunit 2 [Source:NCBI gene;Acc:430917]	10	10883287	10904519	-1	protein_coding	0.144840214472993	5.94192495894495	2.82059337392436	0.093061994441204	0.177844452010415
ENSGALG00000000409	CHMP7	charged multivesicular body protein 7 [Source:NCBI gene;Acc:419535]	22	1402211	1410592	-1	protein_coding	0.105287084941124	5.85804085227345	1.40520235687612	0.235854464904724	0.358741956249361
ENSGALG00000000410	TLK2	tousled-like kinase 2 [Source:NCBI gene;Acc:419949]	27	4774952	4815919	1	protein_coding	-0.411139605866586	2.91270616489849	2.49884492316383	0.1139298310739	0.208015684708672
ENSGALG00000000417	SLC16A4	solute carrier family 16 member 4 [Source:NCBI gene;Acc:419809]	26	1413628	1422663	-1	protein_coding	0.624686953457877	2.19946347309337	3.34840604017367	0.067270123239915	0.139018880815218
ENSGALG00000000419	LAMTOR5	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5 [Source:NCBI gene;Acc:419811]	26	1424151	1426410	-1	protein_coding	-0.156512298052756	7.56328746060867	9.83119339298076	0.00171576992144358	0.00704036702680868
ENSGALG00000000424	CMTM3	CKLF like MARVEL transmembrane domain containing 3 [Source:NCBI gene;Acc:414829]	11	11429328	11442605	-1	protein_coding	0.207977718805729	5.88962372109701	5.61334501752911	0.017824206249771	0.0490599628709741
ENSGALG00000000430	SPPL2C	signal peptide peptidase like 2C [Source:NCBI gene;Acc:420056]	28	659800	694959	1	protein_coding	-0.423571457050238	3.4024987376994	3.83576074334373	0.0501702190465043	0.111720537540837
ENSGALG00000000438	ERMP1	endoplasmic reticulum metallopeptidase 1 [Source:NCBI gene;Acc:426644]	Z	27771796	27786843	-1	protein_coding	0.441407239863289	0.52806841137758	0.305729346987954	0.580312729647945	0.690435218391373
ENSGALG00000000442	KCNA2	potassium voltage-gated channel subfamily A member 2 [Source:NCBI gene;Acc:395117]	26	1469306	1471568	-1	protein_coding	1.38949409376966	0.0951095755767489	1.37258713761831	0.241367874590416	0.364547269983368
ENSGALG00000000451	MEIG1	meiosis/spermiogenesis associated 1 [Source:NCBI gene;Acc:769589]	1	8003807	8010070	1	protein_coding	-1.12906275251163	1.26501659851604	4.23464494277797	0.0396069070300159	0.0917356440591698
ENSGALG00000000470	LMNA	lamin A/C [Source:NCBI gene;Acc:396222]	28	729616	757180	-1	protein_coding	0.0575553564354522	7.20318813118001	1.05284344174628	0.30485312441698	0.430635611763562
ENSGALG00000000476	LRRTM4	leucine rich repeat transmembrane neuronal 4 [Source:NCBI gene;Acc:419539]	22	4410028	4620737	-1	protein_coding	0.287274315836462	2.3581512646384	0.811623230320641	0.36764077695854	0.495669466786342
ENSGALG00000000478	TANC2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2 [Source:NCBI gene;Acc:419951]	27	4897150	5049377	1	protein_coding	-2.76147886711207	0.580522391399446	8.30337841791028	0.00395713981871539	0.0144459796163952
ENSGALG00000000498	ACE	angiotensin I converting enzyme [Source:NCBI gene;Acc:419953]	27	5066557	5082805	1	protein_coding	0.463548078003321	5.12203941629963	16.3005838139724	5.40472973099333e-05	0.00035394388604188
ENSGALG00000000504	ETV7	ETS variant 7 [Source:NCBI gene;Acc:419813]	26	1539943	1544102	-1	protein_coding	2.90517283539129	0.0211101391211402	4.63076700618196	0.0314035217735497	0.0759797737653981
ENSGALG00000000505	KCNH6	potassium voltage-gated channel subfamily H member 6 [Source:NCBI gene;Acc:414871]	27	5090432	5118510	1	protein_coding	0.911964102721238	2.52810401585286	9.1651470345866	0.00246667815669522	0.00966513075625927
ENSGALG00000000510	DCAF7	DDB1 and CUL4 associated factor 7 [Source:NCBI gene;Acc:771554]	27	5119774	5135568	1	protein_coding	0.0484252865815245	5.83389646076961	0.29189683061969	0.589007552959583	0.697842373831872
ENSGALG00000000511	KCTD20	potassium channel tetramerization domain containing 20 [Source:NCBI gene;Acc:419814]	26	1544510	1563320	1	protein_coding	-0.569850290399863	4.64651247589031	16.8815100095002	3.97872769372009e-05	0.000270281691527854
ENSGALG00000000513	ZNF276	zinc finger protein 276 [Source:NCBI gene;Acc:415853]	11	18771553	18778212	1	protein_coding	0.931279429173918	1.58055089061404	4.27021511507944	0.0387860200567627	0.0903408925199809
ENSGALG00000000516	FANCA	Fanconi anemia complementation group A [Source:NCBI gene;Acc:415854]	11	18778749	18811706	-1	protein_coding	0.127391316385738	1.38789004330297	0.0680989144591591	0.794125137694353	0.863336772835039
ENSGALG00000000518	KLHL12	kelch like family member 12 [Source:NCBI gene;Acc:101748977]	26	510087	522316	1	protein_coding	-0.0353244927983985	3.76752727964065	0.0357643422376941	0.850002977462806	0.903252484484363
ENSGALG00000000521	SPIRE2	spire-type actin nucleation factor 2 [Source:NCBI gene;Acc:415855]	11	18813764	18819623	1	protein_coding	1.38949377953229	0.0951094204106982	1.37258663616578	0.241367960554394	0.364547269983368
ENSGALG00000000523	STK38	serine/threonine kinase 38 [Source:NCBI gene;Acc:428260]	26	1565335	1575057	-1	protein_coding	0.161226427639675	1.88170603371761	0.171380060937046	0.678888205114344	0.774679674075466
ENSGALG00000000525	MAP3K3	mitogen-activated protein kinase kinase kinase 3 [Source:NCBI gene;Acc:419954]	27	5141419	5180131	1	protein_coding	0.131436228218689	3.73319262223396	0.485197680674258	0.486077365905472	0.60979685899133
ENSGALG00000000529	LIMD2	LIM domain containing 2 [Source:NCBI gene;Acc:419955]	27	5186052	5190752	-1	protein_coding	0.427771757480668	6.34427104805444	32.4697285393717	1.21063680903956e-08	1.53690772211405e-07
ENSGALG00000000535	ERRFI1	ERBB receptor feedback inhibitor 1 [Source:NCBI gene;Acc:419364]	21	255925	259437	1	protein_coding	-0.317083650396855	4.07234559526623	3.5405832727986	0.059884399276009	0.126134231854155
ENSGALG00000000538	RNF113B	ring finger protein 113B [Source:NCBI gene;Acc:419956]	27	5196842	5203338	1	protein_coding	-0.00136924891471139	4.9874996833454	0.000128976626303401	0.990938789234659	0.994829182686505
ENSGALG00000000540	GAS8	growth arrest specific 8 [Source:NCBI gene;Acc:415858]	11	18853533	18862046	1	protein_coding	0.145085181614477	4.45268693391823	0.994533840726736	0.318636783203258	0.444782824487002
ENSGALG00000000541	ZC3H11B	zinc finger CCCH-type containing 11B pseudogene [Source:NCBI gene;Acc:421172]	26	481428	495534	1	protein_coding	0.287307073325176	5.2790862121385	7.00408414563177	0.00813239676075222	0.026236690060222
ENSGALG00000000542	ZNF593	zinc finger protein 593 [Source:NCBI gene;Acc:419549]	23	352761	353960	-1	protein_coding	0.185822133238685	9.28792248695705	42.4848867430426	7.12304954690514e-11	1.16796262799635e-09
ENSGALG00000000545	REN	renin [Source:NCBI gene;Acc:431167]	26	1725734	1730462	-1	protein_coding	0.17504747443062	0.0951063131466066	0.0229587246961813	0.879564456895805	0.918906618364659
ENSGALG00000000549	URAH	5-hydroxyisourate hydrolase [Source:NCBI gene;Acc:415859]	11	18861162	18862768	-1	protein_coding	-0.335446584797584	2.48740901140554	1.19962623022546	0.273396395621134	0.393012064288828
ENSGALG00000000550	STRADA	STE20-related kinase adaptor alpha [Source:NCBI gene;Acc:419957]	27	5203843	5214957	-1	protein_coding	-0.676170500675175	5.51608106806779	43.3425036342849	4.59493218361274e-11	7.75936661194981e-10
ENSGALG00000000551	C26H6orf89	chromosome 26 C6orf89 homolog [Source:NCBI gene;Acc:419817]	26	1618156	1637334	1	protein_coding	0.301292006250114	3.7788361550724	2.64012544323388	0.104195316416836	0.194045031787207
ENSGALG00000000557	ETNK2	ethanolamine kinase 2 [Source:NCBI gene;Acc:426690]	26	1717215	1724197	-1	protein_coding	-1.51567877914637	-0.139360279150283	1.24042477765551	0.265389204517449	0.384844580671584
ENSGALG00000000564	CCDC47	coiled-coil domain containing 47 [Source:NCBI gene;Acc:419958]	27	5215338	5225187	-1	protein_coding	0.415046660602268	4.50797010612712	8.46926798300854	0.0036119675654235	0.0133537114122714
ENSGALG00000000573	PER3	period circadian clock 3 [Source:NCBI gene;Acc:419366]	21	291189	310409	-1	protein_coding	0.388054359323596	2.40255004954389	1.53424273548352	0.215476800961192	0.336169543324459
ENSGALG00000000576	METTL25B	ribosomal RNA adenine dimethylase domain containing 1 [Source:NCBI gene;Acc:768974]	25	2624337	2626380	-1	protein_coding	-0.48448181644169	3.78435510689401	6.61429653895018	0.0101163291728522	0.0314378979503566
ENSGALG00000000577	RANBP3	RAN binding protein 3 [Source:NCBI gene;Acc:420058]	28	832528	873641	1	protein_coding	-0.0783599096235454	5.51123938589165	0.607901900952178	0.435578876879687	0.560683869529366
ENSGALG00000000579	VAMP3	vesicle-associated membrane protein 3 [Source:NCBI gene;Acc:419368]	21	310699	314464	-1	protein_coding	0.176856568950103	4.28496203976178	1.31123329421678	0.252171482097746	0.378178120747649
ENSGALG00000000581	DDX42	DEAD-box helicase 42 [Source:NCBI gene;Acc:419959]	27	5225378	5241792	1	protein_coding	-0.235254075968162	5.77870155162774	6.54549382458264	0.0105150137853246	0.0325637970168357
ENSGALG00000000583	SOX13	SRY-box 13 [Source:NCBI gene;Acc:419820]	26	1695658	1714634	1	protein_coding	0.728726981031637	0.473621823216108	0.763212542869061	0.382325031717032	0.509602247012534
ENSGALG00000000584		protein tyrosine phosphatase, receptor type, V, pseudogene [Source:NCBI gene;Acc:421174]	26	380663	408134	1	protein_coding	-3.80893404728424	0.296731323772327	8.68254213210487	0.00321272548512052	0.0120688218355398
