geneSymbol	Gene name	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene type	logFC	logCPM	LR	PValue	FDR
ENSGALG00000033432	NHLH2	nescient helix-loop-helix 2 [Source:NCBI gene;Acc:395578]	1	81203444	81204741	1	protein_coding	-1.36784918707726	-2.24681022097053	2.1813379774511	0.139692972580651	0.196110709323284
ENSGALG00000017148	CENPJ	centromere protein J [Source:NCBI gene;Acc:418960]	1	180615148	180632384	1	protein_coding	-0.380045503832851	4.35087164790612	5.61099960700044	0.0178480786309599	0.0321285657011524
ENSGALG00000015018	CASQ2	calsequestrin 2 [Source:NCBI gene;Acc:395198]	1	81232635	81309584	1	protein_coding	-1.07412318249637	0.786801823354266	10.2589216875646	0.00136025163822684	0.00317392048919596
ENSGALG00000016739	HERC2	HECT and RLD domain containing E3 ubiquitin protein ligase 2 [Source:NCBI gene;Acc:418682]	1	131806734	131911385	1	protein_coding	-0.336659392738876	8.94364750392277	11.5702323332786	0.000670160443344121	0.00165622758068969
ENSGALG00000033589	SYN3	synapsin III [Source:NCBI gene;Acc:100857420]	1	53021721	53223751	1	protein_coding	-0.271692902580339	1.86106699359666	1.13583032524281	0.286535128007162	0.36150563622443
ENSGALG00000026507	FDX1	ferredoxin 1 [Source:NCBI gene;Acc:373947]	1	180901126	180917603	-1	protein_coding	0.70801143326029	5.78104141532326	81.2235590373202	2.01574585676418e-19	2.58023597673302e-18
ENSGALG00000028627	TIMP3	TIMP metallopeptidase inhibitor 3 [Source:NCBI gene;Acc:396483]	1	53094947	53127580	-1	protein_coding	0.086310980090729	7.10832712876994	0.292488841751492	0.588630018709811	0.658550541878448
ENSGALG00000017153	RDX	radixin [Source:NCBI gene;Acc:395511]	1	180936321	180969903	1	protein_coding	0.161005905429741	8.10512789228777	5.10930082081252	0.0237979088328332	0.0413953214190843
ENSGALG00000015025	VANGL1	VANGL planar cell polarity protein 1 [Source:NCBI gene;Acc:418337]	1	81276492	81306906	-1	protein_coding	0.36743895404087	4.47876402041457	11.5925843332782	0.000662153300011735	0.00163994979589409
ENSGALG00000015038	CHD1L	chromodomain helicase DNA binding protein 1 like [Source:NCBI gene;Acc:418338]	1	81317906	81339566	-1	protein_coding	-0.0825172506648918	5.58757621088733	0.669328862894485	0.413285693841304	0.49262196004852
ENSGALG00000012569	FBXO7	F-box protein 7 [Source:NCBI gene;Acc:418063]	1	53227761	53241371	-1	protein_coding	-0.0681836030319192	7.5564969037125	0.536593985862055	0.463847727035075	0.543051672311579
ENSGALG00000015059		fatty acid amide hydrolase-like [Source:NCBI gene;Acc:418339]	1	81342003	81357144	1	protein_coding	0.380466480393938	6.44792908757624	18.3232384710657	1.86419256431346e-05	5.93568635447652e-05
ENSGALG00000017154	ZC3H12C	zinc finger CCCH-type containing 12C [Source:NCBI gene;Acc:418963]	1	180987196	181008738	-1	protein_coding	-0.308518849911247	4.28952627343505	10.7887994821924	0.00102116087295771	0.00243964266506434
ENSGALG00000017155	C11orf87	chromosome 1 open reading frame, human C11orf87 [Source:NCBI gene;Acc:418964]	1	181226287	181226754	-1	protein_coding	-0.284417547172028	2.75240614650169	1.03580027080587	0.308800233399526	0.385370551715693
ENSGALG00000039479	BPIFC	BPI fold containing family C, member B [Source:NCBI gene;Acc:771461]	1	53270492	53286236	1	protein_coding	0.359632032879788	0.500366548743864	2.44405015126449	0.117971276548175	0.169303714919612
ENSGALG00000015073	TMEM39A	transmembrane protein 39A [Source:NCBI gene;Acc:418340]	1	81358311	81383483	-1	protein_coding	0.081091936590656	6.21647234183243	1.38946252388626	0.238495887433772	0.308770470904775
ENSGALG00000012611	RTCB	RNA 2',3'-cyclic phosphate and 5'-OH ligase [Source:NCBI gene;Acc:418064]	1	53286579	53299252	1	protein_coding	0.0260039126009805	7.57653102821708	0.180505468399276	0.670939208409258	0.731734610356503
ENSGALG00000015069	B4GALT4	beta-1,4-galactosyltransferase 4 [Source:NCBI gene;Acc:418341]	1	81391656	81407632	1	protein_coding	0.193075337396983	5.60363575587807	5.41059272492622	0.0200149189367157	0.0355602967200807
ENSGALG00000022891		beta-1,4-galactosyltransferase 3 [Source:NCBI gene;Acc:418342]	1	81408455	81422616	-1	protein_coding	-0.516355613136856	5.57883486128081	16.2163599316742	5.65040393247834e-05	0.000166470601240394
ENSGALG00000012619	PRDM4	PR/SET domain 4 [Source:NCBI gene;Acc:418065]	1	53325209	53342024	1	protein_coding	-0.233878743386322	5.76117299695397	12.5693103708095	0.000392133255637457	0.00101226023177159
ENSGALG00000017158	POGLUT3	KDEL motif containing 2 [Source:NCBI gene;Acc:418966]	1	181559336	181567603	1	protein_coding	-0.170070430174611	5.12581877230007	5.43128693723513	0.0197790979810935	0.0351905543174898
ENSGALG00000012631	PWP1	PWP1 homolog, endonuclein [Source:NCBI gene;Acc:418066]	1	53343403	53357843	-1	protein_coding	0.306215756834762	6.09987931553722	32.3988070275357	1.25563535313056e-08	6.03256061825648e-08
ENSGALG00000033664	MOV10L1	Mov10 RISC complex RNA helicase like 1 [Source:NCBI gene;Acc:417738]	1	20276230	20312309	1	protein_coding	0.202793936231829	7.20169111626151	0.832817414289266	0.361459107469926	0.439973902094816
ENSGALG00000015075	B3GAT1L	beta-1,3-glucuronyltransferase 1-like [Source:NCBI gene;Acc:408180]	1	81425204	81452490	-1	protein_coding	0.542227957348794	6.07404186556399	6.1499984700153	0.0131412214868313	0.0245140635286887
ENSGALG00000017159	ATM	ATM serine/threonine kinase [Source:NCBI gene;Acc:395401]	1	181590958	181650668	-1	protein_coding	0.211068572292077	6.50261589382302	4.42523481832507	0.0354112403533034	0.058978479801449
ENSGALG00000015077		Rho GTPase activating protein 31 [Source:HGNC Symbol;Acc:HGNC:29216]	1	81531508	81551013	1	protein_coding	0.765021337150922	6.52739373209961	20.6044171382766	5.64656830666273e-06	1.94151433409161e-05
ENSGALG00000000003	PANX2	pannexin 2 [Source:NCBI gene;Acc:426934]	1	20328226	20347898	1	protein_coding	0.643021190052796	3.69581768335197	22.7824030859431	1.81419258083333e-06	6.72405644816742e-06
ENSGALG00000015079	UPK1B	uroplakin 1B [Source:NCBI gene;Acc:418345]	1	81562063	81573670	-1	protein_coding	0.534906212961805	0.717561210257078	2.27642401845406	0.131354426330328	0.18582202601855
ENSGALG00000030705	TRABD	TraB domain containing [Source:NCBI gene;Acc:417746]	1	20383039	20415387	1	protein_coding	0.166722542449386	5.44258578500932	7.07101082570729	0.00783410455300987	0.015387078053228
ENSGALG00000039595	BTBD11	BTB domain containing 11 [Source:NCBI gene;Acc:771493]	1	53377416	53545431	-1	protein_coding	0.0804010572270835	4.93634315068173	0.497306675119342	0.4806859422876	0.55915629307145
ENSGALG00000016740	OCA2	OCA2 melanosomal transmembrane protein [Source:NCBI gene;Acc:428009]	1	131975543	132105662	1	protein_coding	-0.752239206606503	-0.148309863737147	5.08596715402304	0.0241202199539285	0.0419043033212455
ENSGALG00000012638	CRY1	cryptochrome circadian regulator 1 [Source:NCBI gene;Acc:374093]	1	53591410	53626354	-1	protein_coding	-0.303936364324544	6.90520364406487	13.4143347066999	0.000249708710471564	0.000666835164157291
ENSGALG00000017163	ACAT1	acetyl-CoA acetyltransferase 1 [Source:NCBI gene;Acc:418968]	1	181673539	181685617	-1	protein_coding	0.203505208040151	6.7049528935707	3.55802771002448	0.0592581086318336	0.0926803481779532
ENSGALG00000041042	GABRG3	gamma-aminobutyric acid type A receptor gamma3 subunit [Source:HGNC Symbol;Acc:HGNC:4088]	1	132259464	132561163	-1	protein_coding	0.21415721160664	3.33115869808387	2.25142425661743	0.133491488232641	0.188467302376926
ENSGALG00000017165	CUL5	cullin 5 [Source:NCBI gene;Acc:418969]	1	181692016	181714409	-1	protein_coding	-0.257825539018558	5.87751399662774	13.7171519210844	0.00021250487183033	0.000573271056405678
ENSGALG00000015084	IGSF11	immunoglobulin superfamily member 11 [Source:NCBI gene;Acc:418346]	1	81625126	81711797	1	protein_coding	-2.42293986565679	4.04111100244219	323.900287420754	2.04809456483418e-72	2.52492279458878e-70
ENSGALG00000016744	GABRA5	gamma-aminobutyric acid type A receptor alpha5 subunit [Source:NCBI gene;Acc:418684]	1	132566482	132611904	-1	protein_coding	-0.475633014692951	2.77693651488465	3.38487138620116	0.0657973122307831	0.101777837825129
ENSGALG00000038467	SELENOO	selenoprotein O [Source:NCBI gene;Acc:417745]	1	20448935	20462470	1	protein_coding	0.374771491392708	5.45382799350847	18.7918435799434	1.45789275719114e-05	4.72856251106337e-05
ENSGALG00000032156	TUBGCP6	tubulin gamma complex associated protein 6 [Source:NCBI gene;Acc:769701]	1	20464869	20488213	-1	protein_coding	0.0146123082901433	5.54550492027387	0.026288127735409	0.871198647486726	0.904092875595493
ENSGALG00000017167	SLC35F2	solute carrier family 35 member F2 [Source:NCBI gene;Acc:418970]	1	181760889	181778160	1	protein_coding	1.20052072263685	5.02985547387401	65.21487687941	6.71605954791917e-16	6.56509038795055e-15
ENSGALG00000029392	GABRB3	gamma-aminobutyric acid type A receptor beta3 subunit [Source:NCBI gene;Acc:396290]	1	132652407	132762481	1	protein_coding	2.30709622878392	3.16041902174045	102.271428621068	4.84124405766976e-24	8.21846484549339e-23
ENSGALG00000040620	LSAMP	limbic system-associated membrane protein [Source:NCBI gene;Acc:395687]	1	82041116	83002376	1	protein_coding	0.626228793790395	5.41837042947453	8.08979176835775	0.00445152765643778	0.00929848629403635
ENSGALG00000012639	MTERF2	mitochondrial transcription termination factor 2 [Source:NCBI gene;Acc:418067]	1	53628604	53634012	1	protein_coding	-0.162932178795745	2.70971903451557	0.739436496355633	0.389841448225701	0.468902785788571
ENSGALG00000012640	TMEM263	transmembrane protein 263 [Source:NCBI gene;Acc:418068]	1	53635743	53648531	-1	protein_coding	0.323558927058098	7.41471003928655	22.2239551826941	2.42627661547692e-06	8.82017190475978e-06
ENSGALG00000043118	ATP10A	ATPase phospholipid transporting 10A (putative) [Source:NCBI gene;Acc:418685]	1	132986041	133096377	1	protein_coding	-1.03295360333527	5.36867801794583	84.8377274725111	3.23884918649888e-20	4.36128387806604e-19
ENSGALG00000017169	ELMOD1	ELMO domain containing 1 [Source:NCBI gene;Acc:418971]	1	181839724	181881942	-1	protein_coding	0.0575289206924935	5.1498026945019	0.0996996041773954	0.752190418962726	0.802159564960837
ENSGALG00000029484	RIC8B	RIC8 guanine nucleotide exchange factor B [Source:NCBI gene;Acc:418069]	1	53675196	53707480	-1	protein_coding	0.158705046985654	5.66681577192357	4.17466786712826	0.041032604355169	0.0671259997554672
ENSGALG00000034944	UBE3A	ubiquitin protein ligase E3A [Source:NCBI gene;Acc:418686]	1	133189234	133229871	1	protein_coding	0.0400041321210194	6.65438114050398	0.452155755258854	0.501312994440862	0.578750104864994
ENSGALG00000012647	RFX4	regulatory factor X4 [Source:NCBI gene;Acc:418070]	1	53713025	53802913	-1	protein_coding	-0.35156924238577	1.85211516750522	2.52834215205952	0.111817641988506	0.161384453054109
ENSGALG00000008635		secreted frizzled-related protein 2-like [Source:NCBI gene;Acc:417741]	1	20505033	20508744	-1	protein_coding	-5.29394826993123	0.00610193474290883	91.2572662034752	1.26155903137888e-21	1.83918215619391e-20
ENSGALG00000012655	POLR3B	RNA polymerase III subunit B [Source:NCBI gene;Acc:418071]	1	53811388	53878902	-1	protein_coding	0.247928136847514	5.93010862349922	10.2195975140702	0.00138956171681668	0.0032333983287774
ENSGALG00000019384	MAPK12	mitogen-activated protein kinase 12 [Source:NCBI gene;Acc:769763]	1	20526985	20555609	-1	protein_coding	-0.75743272120361	4.57404292880263	45.5733857633189	1.4702577297493e-11	9.64325033696103e-11
ENSGALG00000017170	ALKBH8	alkB homolog 8, tRNA methyltransferase [Source:NCBI gene;Acc:418972]	1	181880177	181939483	1	protein_coding	-0.385355646481676	4.32752241945918	5.70960207180254	0.0168723635636051	0.0305883650667413
ENSGALG00000028743			1	82528080	82528223	-1	misc_RNA	-1.15193172767536	-2.56025352874421	1.4973576564759	0.221078377657069	0.289526943016652
ENSGALG00000040023	MAPK11	mitogen-activated protein kinase 11 [Source:NCBI gene;Acc:417739]	1	20565752	20594690	-1	protein_coding	0.215635486555087	5.84312515706849	8.60359267581959	0.00335500516307859	0.00718776034431785
ENSGALG00000015089	GAP43	growth associated protein 43 [Source:NCBI gene;Acc:427955]	1	83026159	83080167	-1	protein_coding	-2.13499433470112	4.35831124252911	19.044000728969	1.27738725131695e-05	4.17940307065771e-05
ENSGALG00000039861	PLXNB2	plexin B2 [Source:NCBI gene;Acc:425938]	1	20649179	20822048	-1	protein_coding	0.644049318429132	7.94545651447167	17.9021834011089	2.32554158304065e-05	7.28769176245068e-05
ENSGALG00000015094	ZBTB20	zinc finger and BTB domain containing 20 [Source:NCBI gene;Acc:100859265]	1	83692165	83698118	1	protein_coding	0.128006441745525	3.86241034033088	0.105421464821941	0.745418188031709	0.796253330008766
ENSGALG00000015117	DRD3	dopamine receptor D3 [Source:NCBI gene;Acc:770757]	1	83745457	83755386	1	protein_coding	0.52411990908656	2.10498618108336	7.07007564563385	0.00783819461573849	0.0153927304717982
ENSGALG00000037353	TMEM131	transmembrane protein 131 [Source:NCBI gene;Acc:418689]	1	133387917	133479417	1	protein_coding	-0.0185719617379333	7.0499585239706	0.102417848325075	0.74894719075618	0.79918951553266
ENSGALG00000012658	TCP11X2	t-complex 11 family, X-linked 2 [Source:NCBI gene;Acc:425052]	1	53881515	53897895	-1	protein_coding	-0.309712897619295	6.52758253882373	10.0633298740472	0.00151249611277346	0.00349067169029396
ENSGALG00000017171	CWF19L2	CWF19-like 2, cell cycle control (S. pombe) [Source:NCBI gene;Acc:418973]	1	181966817	182022834	1	protein_coding	0.263835625902231	5.15395934708959	15.1556469922108	9.90017702060769e-05	0.000281414748001938
ENSGALG00000017172	VMO1	vitelline membrane outer layer 1 homolog [Source:NCBI gene;Acc:418974]	1	182061433	182065423	1	protein_coding	0.0884230083619656	-2.06107492014932	0.013509168981896	0.907471092895267	0.932890862822547
ENSGALG00000017173	GUCY1A2	guanylate cyclase 1 soluble subunit alpha 2 [Source:NCBI gene;Acc:771678]	1	182130487	182257860	1	protein_coding	0.729642896519957	4.6477430553774	18.0118673966591	2.19532131038715e-05	6.90859727367931e-05
ENSGALG00000037485	QTRT2	queuine tRNA-ribosyltransferase accessory subunit 2 [Source:NCBI gene;Acc:418351]	1	83770540	83782730	-1	protein_coding	0.406804985102221	5.77442801557144	38.1138762202656	6.67338500192013e-10	3.70685226397121e-09
ENSGALG00000027981	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase [Source:NCBI gene;Acc:418975]	1	182413608	182437196	-1	protein_coding	-0.993756728928768	3.81106550383585	57.7764857066996	2.93659254558156e-14	2.48261332515277e-13
ENSGALG00000033997	ZNF800	zinc finger protein 800 [Source:NCBI gene;Acc:417747]	1	21022425	21036546	1	protein_coding	-0.323783466925108	4.19578260355185	9.47043758283487	0.00208809558114123	0.00466971428131936
ENSGALG00000028658	KBTBD3	kelch repeat and BTB domain containing 3 [Source:NCBI gene;Acc:418976]	1	182437515	182450316	1	protein_coding	-0.600977697877392	1.52257038009742	7.54774689218442	0.00600851561798376	0.0121432645737956
ENSGALG00000015123	ZDHHC23	zinc finger DHHC-type containing 23 [Source:NCBI gene;Acc:418353]	1	83805906	83813150	-1	protein_coding	-0.0616542522183562	4.44822517630794	0.326591213190584	0.56767323302454	0.639431802798333
ENSGALG00000017177	MSANTD4	Myb/SANT DNA binding domain containing 4 with coiled-coils [Source:NCBI gene;Acc:418977]	1	182457193	182471609	1	protein_coding	-0.472070450360711	5.80266478834009	23.3732226581409	1.33422955132135e-06	5.0407756151974e-06
ENSGALG00000012659	CKAP4	cytoskeleton associated protein 4 [Source:NCBI gene;Acc:418073]	1	53903598	53908679	1	protein_coding	0.119644332560989	7.53984189644839	3.17842051727252	0.0746168253909993	0.113907724070078
ENSGALG00000039403	GRM8	glutamate metabotropic receptor 8 [Source:NCBI gene;Acc:427853]	1	21072336	21395611	1	protein_coding	0.423013286968222	2.06925706932368	3.33186936899264	0.0679496031087985	0.104838889462397
ENSGALG00000029709	INPP4A	inositol polyphosphate-4-phosphatase type I A [Source:NCBI gene;Acc:418690]	1	133491845	133561055	-1	protein_coding	0.357806607411386	6.07878170737625	5.25692436595965	0.0218596159087824	0.0384717121011392
ENSGALG00000012662	NUAK1	NUAK family kinase 1 [Source:NCBI gene;Acc:418074]	1	53933066	53978011	1	protein_coding	-0.675656137828333	4.07284618511371	8.60761987225581	0.00334759481551648	0.00717551636857331
ENSGALG00000038995	GRIA4	glutamate ionotropic receptor AMPA type subunit 4 [Source:NCBI gene;Acc:396137]	1	182497747	182719908	-1	protein_coding	-2.40710834579832	2.71755686550848	69.758512114023	6.70279757896247e-17	7.11639829913591e-16
ENSGALG00000035629	GRAMD1C	GRAM domain containing 1C [Source:NCBI gene;Acc:418354]	1	83813954	83865313	-1	protein_coding	0.0592104292692357	5.56503704813474	0.767608439473912	0.38095791902084	0.459741841449023
ENSGALG00000008740	POT1	protection of telomeres 1 [Source:NCBI gene;Acc:404538]	1	21884126	21946881	1	protein_coding	0.242638657902404	5.31511584611415	10.0790635532597	0.0014996352941432	0.0034622489027328
ENSGALG00000036791	COA5	cytochrome c oxidase assembly factor 5 [Source:NCBI gene;Acc:769722]	1	133608232	133610582	-1	protein_coding	-0.123970297852222	5.86259779512109	1.25216483635825	0.263139407735321	0.335948542069486
ENSGALG00000027122	APPL2	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2 [Source:NCBI gene;Acc:418075]	1	54211821	54244951	1	protein_coding	0.277482976617236	6.50482602378869	19.4839311793527	1.01449530042036e-05	3.36258452747005e-05
ENSGALG00000036076	UNC50	unc-50 inner nuclear membrane RNA binding protein [Source:NCBI gene;Acc:418691]	1	133610586	133613996	1	protein_coding	-0.0878957120542676	5.24544269217682	0.97599628181954	0.32318926265162	0.400454455225436
ENSGALG00000030780	MGAT4A	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A [Source:NCBI gene;Acc:418692]	1	133618531	133693798	-1	protein_coding	-0.0295251913837866	5.01310739625697	0.0223168055948015	0.881247398092214	0.911540379296416
ENSGALG00000028254	WASHC4	WASH complex subunit 4 [Source:NCBI gene;Acc:418077]	1	54247464	54284004	-1	protein_coding	-0.318369651369333	6.14538131478788	11.1497256751664	0.000840441005394962	0.00203507244212533
ENSGALG00000012691	ALDH1L2	aldehyde dehydrogenase 1 family member L2 [Source:NCBI gene;Acc:418078]	1	54291424	54319655	1	protein_coding	0.28522489766755	5.91471220702146	2.45663283944508	0.1170294152401	0.168046987981317
ENSGALG00000051066			1	182537828	182537908	-1	miRNA	-1.89879671116635	-2.1313456848749	4.69584423789393	0.030235641653306	0.0511704888329574
ENSGALG00000040954	GPR37	G protein-coupled receptor 37 [Source:NCBI gene;Acc:417748]	1	21985328	21998153	1	protein_coding	1.32074650671634	4.75725277669326	65.8271914906024	4.92244045534771e-16	4.86043148538143e-15
ENSGALG00000017179	PDGFD	platelet derived growth factor D [Source:NCBI gene;Acc:418978]	1	183232405	183372535	1	protein_coding	0.849114126642355	7.29217321246676	65.1436572712221	6.96322090053293e-16	6.79101221159501e-15
ENSGALG00000031527	ARL8BL	ADP-ribosylation factor-like 8B-like [Source:NCBI gene;Acc:769134]	1	22204054	22231720	-1	protein_coding	0.220247097423033	5.66301820976971	3.95134771100078	0.0468338451677383	0.0756322225537251
ENSGALG00000016755	CRACDL	CRACD like [Source:HGNC Symbol;Acc:HGNC:33454]	1	133708781	133728300	-1	protein_coding	-0.418460327008105	3.0753947927402	3.92227363262517	0.0476503949916188	0.0767361719218232
ENSGALG00000012694		chromosome 1 open reading frame, human C12orf45 [Source:NCBI gene;Acc:418079]	1	54320742	54323938	-1	protein_coding	0.477179978573498	5.05472933166575	29.966232841044	4.39635937739361e-08	1.98736103147541e-07
ENSGALG00000016757	TSGA10	testis specific 10 [Source:NCBI gene;Acc:418696]	1	133775253	133793015	-1	protein_coding	-1.09901025639176	2.56990447272149	20.0454979747767	7.56213487703334e-06	2.54840734258411e-05
ENSGALG00000012697	SLC41A2	solute carrier family 41 member 2 [Source:NCBI gene;Acc:427913]	1	54333887	54374347	1	protein_coding	0.574718909670796	4.68058483057439	33.9511858397043	5.65122321328440e-09	2.83857722952078e-08
ENSGALG00000008761	SPAM1	sperm adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:11217]	1	22238881	22251669	-1	protein_coding	-1.65658076808541	0.889784774884118	37.8891659502786	7.48799164028843e-10	4.13582069805926e-09
ENSGALG00000016758	LIPT1	lipoyltransferase 1 [Source:NCBI gene;Acc:418697]	1	133803189	133805089	1	protein_coding	0.0269198877268742	4.45244372881449	0.0879434095020182	0.766808148519247	0.814056506136393
ENSGALG00000008776	HYAL6	hyaluronoglucosaminidase 6 [Source:NCBI gene;Acc:105667218]	1	22287864	22327497	-1	protein_coding	-1.93369740029137	-1.10453822119921	12.5237274347204	0.000401816476834429	0.00103557248281786
ENSGALG00000030607	CHST11	carbohydrate sulfotransferase 11 [Source:HGNC Symbol;Acc:HGNC:17422]	1	54386968	54542011	-1	protein_coding	0.373777377549931	3.05262376885065	1.92874900435112	0.164895375102089	0.225726765097707
ENSGALG00000008797	WASL	Wiskott-Aldrich syndrome like [Source:NCBI gene;Acc:417750]	1	22351089	22401091	1	protein_coding	0.0555338777710874	6.67166649897194	0.888887626964027	0.34577892852482	0.424017463487027
ENSGALG00000016759	MITD1	microtubule interacting and trafficking domain containing 1 [Source:NCBI gene;Acc:418698]	1	133809550	133813733	-1	protein_coding	-0.394601880012325	4.95178086475605	17.7155737961221	2.56517844577556e-05	7.98153293419702e-05
ENSGALG00000043257		lysozyme g-like [Source:NCBI gene;Acc:418700]	1	133819265	133823382	-1	protein_coding	-0.36490704060669	2.73007345548955	6.83996195739662	0.00891407373962703	0.0173127727662563
ENSGALG00000008805	LMOD2	leiomodin 2 [Source:NCBI gene;Acc:417751]	1	22419625	22425777	-1	protein_coding	-3.24455044069488	0.0925779518877686	68.0891364708091	1.56269239643148e-16	1.6093323641433e-15
ENSGALG00000016761	LYG2	lysozyme g2 [Source:NCBI gene;Acc:395708]	1	133828101	133831585	-1	protein_coding	-1.50322642501148	4.33040805262857	9.17059778767833	0.00245934224213824	0.0054405449112668
ENSGALG00000008814	ASB15	ankyrin repeat and SOCS box containing 15 [Source:NCBI gene;Acc:417752]	1	22434929	22445383	-1	protein_coding	-3.16442362587328	2.50081966546561	209.753420296586	1.55475747856469e-47	8.19183006755784e-46
ENSGALG00000008821	NDUFA5	NADH:ubiquinone oxidoreductase subunit A5 [Source:NCBI gene;Acc:417753]	1	22449623	22454662	1	protein_coding	0.240719335996838	5.69819511917727	5.95781761651524	0.0146521669463266	0.0269955333552605
ENSGALG00000035345	TXNRD1	thioredoxin reductase 1 [Source:NCBI gene;Acc:418082]	1	54584006	54620980	-1	protein_coding	-0.654012713370016	4.60633480171699	18.1981709029509	1.99069925946031e-05	6.30528790137864e-05
ENSGALG00000008823	IQUB	IQ motif and ubiquitin domain containing [Source:NCBI gene;Acc:417754]	1	22456440	22477009	1	protein_coding	-2.42851879649118	3.29031754854182	67.1919793726249	2.46314177028301e-16	2.49616713480077e-15
ENSGALG00000054968		lysozyme g-like [Source:NCBI gene;Acc:418701]	1	133835962	133838443	-1	protein_coding	-3.48882375696958	0.132873308697239	61.9758272618174	3.47699411397989e-15	3.21097245522303e-14
ENSGALG00000008836	ATP6AP1	ATPase H+ transporting accessory protein 1 [Source:NCBI gene;Acc:427854]	1	22485251	22539257	1	protein_coding	-0.353249211774634	6.55877826008454	15.0764888303059	0.000103241189557348	0.000292428424046221
ENSGALG00000032090	TXNDC9	thioredoxin domain containing 9 [Source:NCBI gene;Acc:418702]	1	133848484	133859438	-1	protein_coding	-0.00173019625916421	5.83925630097323	0.000701412802918355	0.978871136456675	0.985081753349426
ENSGALG00000041193	NFYB	Nuclear transcription factor Y subunit beta  [Source:UniProtKB/Swiss-Prot;Acc:P25207]	1	54631916	54646904	1	protein_coding	0.0308704894189812	6.33520941192134	0.108095645746648	0.742322719900881	0.793702753225108
ENSGALG00000008874	SLC13A1	solute carrier family 13 member 1 [Source:NCBI gene;Acc:770198]	1	22565977	22590094	1	protein_coding	-0.325153932433732	1.58435072250598	0.271022580381063	0.602646640252105	0.671146030338645
ENSGALG00000016766	REV1	REV1, DNA directed polymerase [Source:NCBI gene;Acc:418703]	1	133893037	133946308	-1	protein_coding	-0.192501021102477	5.80678917952094	4.10122686317332	0.0428521074749609	0.069805780720597
ENSGALG00000019233		phospholipase A2 group X-like [Source:NCBI gene;Acc:418356]	1	83879170	83892733	-1	protein_coding	0.374351357594054	-0.3016681369204	1.13750636976674	0.286179861388053	0.361259755433493
